,Mano,Grande,Stddev_grande,Grande_value
39,C C S 4 (4),2.41326,0.61274,7762.1
1269,C C S A (1),2.41295,0.432612,7761.4
111,C C S A (2),2.40988,0.432666,7761.3
282,C C S A (3),2.40662,0.431356,7761.2
459,C C S A (4),2.40451,0.432681,7761.1
1131,C C 7 7 (1),2.39805,0.997771,7755.4
1307,C C 7 7 (2),2.39949,0.996555,7755.3
159,C C 7 7 (3),2.39779,0.996999,7755.2
331,C C 7 7 (4),2.39754,0.997546,7755.1
228,C C 7 6 (1),2.39551,0.609278,7754.4
404,C C 7 6 (2),2.39468,0.610304,7754.3
583,C C 7 6 (3),2.39385,0.608765,7754.2
757,C C 7 6 (4),2.39363,0.609589,7754.1
652,C C 7 5 (1),2.39223,0.609928,7753.4
830,C C 7 5 (2),2.39185,0.608347,7753.3
1000,C C 7 5 (3),2.39016,0.60995,7753.2
1171,C C 7 5 (4),2.38825,0.608775,7753.1
1075,C C 7 4 (1),2.38704,0.608893,7752.4
1245,C C 7 4 (2),2.38641,0.607375,7752.3
90,C C 7 4 (3),2.38553,0.609512,7752.2
262,C C 7 4 (4),2.38433,0.609105,7752.1
165,C C 7 A (1),2.38366,0.430204,7751.4
338,C C 7 A (2),2.38079,0.429634,7751.3
506,C C 7 A (3),2.37816,0.429016,7751.2
685,C C 7 A (4),2.37442,0.429097,7751.1
451,C C 6 6 (1),2.36947,0.991899,7744.4
635,C C 6 6 (2),2.36829,0.992737,7744.3
810,C C 6 6 (3),2.36806,0.991899,7744.2
984,C C 6 6 (4),2.36953,0.99136,7744.1
881,C C 6 5 (1),2.36722,0.605761,7743.4
1056,C C 6 5 (2),2.36673,0.606071,7743.3
1227,C C 6 5 (3),2.36714,0.606336,7743.2
74,C C 6 5 (4),2.36574,0.606369,7743.1
1296,C C 6 4 (1),2.36339,0.605675,7742.4
142,C C 6 4 (2),2.36088,0.604973,7742.3
313,C C 6 4 (3),2.36287,0.606177,7742.2
486,C C 6 4 (4),2.36227,0.60598,7742.1
389,C C 6 A (1),2.35861,0.427326,7741.4
564,C C 6 A (2),2.35704,0.427794,7741.3
738,C C 6 A (3),2.35599,0.427689,7741.2
914,C C 6 A (4),2.35158,0.426615,7741.1
1102,C C 5 5 (1),2.34711,0.985077,7733.4
1279,C C 5 5 (2),2.34772,0.985469,7733.3
122,C C 5 5 (3),2.34781,0.988445,7733.2
298,C C 5 5 (4),2.34675,0.985544,7733.1
196,C C 5 4 (1),2.34638,0.603036,7732.4
368,C C 5 4 (2),2.34481,0.602986,7732.3
537,C C 5 4 (3),2.34408,0.602593,7732.2
714,C C 5 4 (4),2.34263,0.602888,7732.1
620,C C 5 A (1),2.34172,0.426001,7731.4
789,C C 5 A (2),2.33985,0.425922,7731.3
968,C C 5 A (3),2.33705,0.425524,7731.2
1137,C C 5 A (4),2.33373,0.425916,7731.1
420,C C 4 4 (1),2.33155,0.983979,7722.4
597,C C 4 4 (2),2.33064,0.982673,7722.3
769,C C 4 4 (3),2.32719,0.983256,7722.2
941,C C 4 4 (4),2.33177,0.983819,7722.1
845,C C 4 A (1),2.33058,0.424935,7721.4
1017,C C 4 A (2),2.32658,0.424276,7721.3
1186,C C 4 A (3),2.32459,0.424971,7721.2
37,C C 4 A (4),2.32177,0.424389,7721.1
1071,C C A A (1),2.31908,0.453504,7711.4
1243,C C A A (2),2.31953,0.454101,7711.3
88,C C A A (3),2.31777,0.452856,7711.2
260,C C A A (4),2.31495,0.452944,7711.1
93,C S S S (1),2.1001,1.40541,7666.4
265,C S S S (2),2.09944,1.40669,7666.3
439,C S S S (3),2.10088,1.40791,7666.2
621,C S S S (4),2.10328,1.40756,7666.1
509,C S S 7 (1),2.10179,0.572236,7665.4
687,C S S 7 (2),2.10027,0.571774,7665.3
868,C S S 7 (3),2.0976,0.572417,7665.2
1042,C S S 7 (4),2.09834,0.571078,7665.1
933,C S S 6 (1),2.09713,0.571526,7664.4
1110,C S S 6 (2),2.09522,0.570746,7664.3
1286,C S S 6 (3),2.09594,0.571358,7664.2
132,C S S 6 (4),2.09461,0.571119,7664.1
29,C S S 5 (1),2.09357,0.570881,7663.4
205,C S S 5 (2),2.09233,0.571004,7663.3
378,C S S 5 (3),2.09079,0.570455,7663.2
548,C S S 5 (4),2.08937,0.570843,7663.1
448,C S S 4 (1),2.08882,0.569141,7662.4
631,C S S 4 (2),2.08796,0.569948,7662.3
811,C S S 4 (3),2.08657,0.570433,7662.2
976,C S S 4 (4),2.08533,0.569443,7662.1
875,C S S A (1),2.0862,0.402313,7661.4
1051,C S S A (2),2.08257,0.402445,7661.3
1222,C S S A (3),2.07923,0.401886,7661.2
69,C S S A (4),2.07756,0.40132,7661.1
742,C S 7 7 (1),2.03173,0.562442,7655.4
916,C S 7 7 (2),2.03094,0.561739,7655.3
1092,C S 7 7 (3),2.03204,0.562831,7655.2
1266,C S 7 7 (4),2.03042,0.562899,7655.1
1159,C S 7 6 (1),2.02409,0.34344,7654.4
12,C S 7 6 (2),2.01415,0.343,7654.3
185,C S 7 6 (3),2.00522,0.342086,7654.2
356,C S 7 6 (4),1.9968,0.34154,7654.1
252,C S 7 5 (1),1.98793,0.340503,7653.4
427,C S 7 5 (2),1.97781,0.33962,7653.3
606,C S 7 5 (3),1.96948,0.338864,7653.2
777,C S 7 5 (4),1.96073,0.338454,7653.1
677,C S 7 4 (1),1.9507,0.337386,7652.4
855,C S 7 4 (2),1.94269,0.337192,7652.3
1028,C S 7 4 (3),1.9328,0.335916,7652.2
1196,C S 7 4 (4),1.92339,0.33475,7652.1
1099,C S 7 A (1),1.91526,0.236328,7651.4
1274,C S 7 A (2),1.89394,0.235398,7651.3
117,C S 7 A (3),1.87335,0.233815,7651.2
288,C S 7 A (4),1.85343,0.232763,7651.1
60,C S 6 6 (1),1.79943,0.529104,7644.4
236,C S 6 6 (2),1.79764,0.53063,7644.3
413,C S 6 6 (3),1.79857,0.530122,7644.2
590,C S 6 6 (4),1.79827,0.529663,7644.1
475,C S 6 5 (1),1.79212,0.323361,7643.4
659,C S 6 5 (2),1.78306,0.322604,7643.3
837,C S 6 5 (3),1.77413,0.322306,7643.2
1006,C S 6 5 (4),1.76584,0.321616,7643.1
901,C S 6 4 (1),1.75751,0.320528,7642.4
1078,C S 6 4 (2),1.74881,0.320214,7642.3
1251,C S 6 4 (3),1.74034,0.319272,7642.2
96,C S 6 4 (4),1.73151,0.3186,7642.1
2,C S 6 A (1),1.72352,0.224421,7641.4
171,C S 6 A (2),1.70339,0.223226,7641.3
342,C S 6 A (3),1.68314,0.221454,7641.2
513,C S 6 A (4),1.66386,0.220492,7641.1
703,C S 5 5 (1),1.62517,0.503943,7633.4
886,C S 5 5 (2),1.62337,0.502968,7633.3
1062,C S 5 5 (3),1.62369,0.5039,7633.2
1236,C S 5 5 (4),1.62321,0.502933,7633.1
1126,C S 5 4 (1),1.61638,0.308229,7632.4
1303,C S 5 4 (2),1.60945,0.306941,7632.3
151,C S 5 4 (3),1.59977,0.306139,7632.2
322,C S 5 4 (4),1.592,0.305464,7632.1
220,C S 5 A (1),1.58431,0.215368,7631.4
397,C S 5 A (2),1.56505,0.213977,7631.3
574,C S 5 A (3),1.54591,0.213095,7631.2
749,C S 5 A (4),1.52699,0.211052,7631.1
26,C S 4 4 (1),1.50091,0.484743,7622.4
202,C S 4 4 (2),1.50011,0.484147,7622.3
376,C S 4 4 (3),1.49898,0.484446,7622.2
545,C S 4 4 (4),1.49851,0.4841,7622.1
444,C S 4 A (1),1.49242,0.209207,7621.4
628,C S 4 A (2),1.47355,0.207928,7621.3
801,C S 4 A (3),1.45578,0.205923,7621.2
973,C S 4 A (4),1.43746,0.205497,7621.1
674,C S A A (1),1.42096,0.218459,7611.4
853,C S A A (2),1.40895,0.217609,7611.3
1025,C S A A (3),1.39512,0.216353,7611.2
1193,C S A A (4),1.38233,0.215371,7611.1
346,C 7 7 7 (1),1.21398,1.0727,7555.4
516,C 7 7 7 (2),1.21491,1.07518,7555.3
697,C 7 7 7 (3),1.21267,1.0729,7555.2
880,C 7 7 7 (4),1.21408,1.07358,7555.1
767,C 7 7 6 (1),1.21486,0.436065,7554.4
939,C 7 7 6 (2),1.2138,0.436873,7554.3
1115,C 7 7 6 (3),1.21353,0.436571,7554.2
1293,C 7 7 6 (4),1.21231,0.435791,7554.1
1185,C 7 7 5 (1),1.21258,0.436219,7553.4
36,C 7 7 5 (2),1.20979,0.435042,7553.3
212,C 7 7 5 (3),1.20933,0.435784,7553.2
386,C 7 7 5 (4),1.20953,0.435726,7553.1
278,C 7 7 4 (1),1.20878,0.435256,7552.4
456,C 7 7 4 (2),1.20866,0.435965,7552.3
638,C 7 7 4 (3),1.20764,0.435847,7552.2
815,C 7 7 4 (4),1.20738,0.435161,7552.1
702,C 7 7 A (1),1.20645,0.307321,7551.4
883,C 7 7 A (2),1.20374,0.307169,7551.3
1058,C 7 7 A (3),1.20237,0.306998,7551.2
1230,C 7 7 A (4),1.20067,0.307177,7551.1
997,C 7 6 6 (1),1.17424,0.429092,7544.4
1167,C 7 6 6 (2),1.1735,0.429053,7544.3
20,C 7 6 6 (3),1.17118,0.42871,7544.2
194,C 7 6 6 (4),1.17142,0.427837,7544.1
87,C 7 6 5 (1),1.16667,0.261558,7543.4
259,C 7 6 5 (2),1.16046,0.26122,7543.3
435,C 7 6 5 (3),1.15415,0.260662,7543.2
614,C 7 6 5 (4),1.147,0.259202,7543.1
504,C 7 6 4 (1),1.14081,0.258867,7542.4
683,C 7 6 4 (2),1.13428,0.258444,7542.3
863,C 7 6 4 (3),1.12828,0.258025,7542.2
1035,C 7 6 4 (4),1.1212,0.257492,7542.1
929,C 7 6 A (1),1.11416,0.181255,7541.4
1105,C 7 6 A (2),1.09944,0.179655,7541.3
1281,C 7 6 A (3),1.08397,0.178668,7541.2
126,C 7 6 A (4),1.06965,0.17797,7541.1
308,C 7 5 5 (1),1.03943,0.403929,7533.4
482,C 7 5 5 (2),1.03978,0.403994,7533.3
666,C 7 5 5 (3),1.03852,0.403853,7533.2
843,C 7 5 5 (4),1.0371,0.404533,7533.1
733,C 7 5 4 (1),1.03257,0.24693,7532.4
909,C 7 5 4 (2),1.02695,0.246347,7532.3
1084,C 7 5 4 (3),1.02088,0.245384,7532.2
1260,C 7 5 4 (4),1.01443,0.24413,7532.1
1152,C 7 5 A (1),1.00778,0.172328,7531.4
6,C 7 5 A (2),0.993709,0.171235,7531.3
177,C 7 5 A (3),0.979203,0.169762,7531.2
350,C 7 5 A (4),0.964781,0.168585,7531.1
957,C 7 4 4 (1),0.944407,0.385829,7522.4
1133,C 7 4 4 (2),0.943052,0.384745,7522.3
1311,C 7 4 4 (3),0.94303,0.385858,7522.2
160,C 7 4 4 (4),0.942888,0.385842,7522.1
53,C 7 4 A (1),0.938427,0.166251,7521.4
229,C 7 4 A (2),0.92463,0.164871,7521.3
406,C 7 4 A (3),0.910582,0.163982,7521.2
584,C 7 4 A (4),0.896596,0.162725,7521.1
275,C 7 A A (1),0.884894,0.173048,7511.4
452,C 7 A A (2),0.874779,0.171758,7511.3
636,C 7 A A (3),0.865487,0.170732,7511.2
813,C 7 A A (4),0.855378,0.169912,7511.1
603,C 6 6 6 (1),0.771076,0.857493,7444.4
775,C 6 6 6 (2),0.771327,0.857745,7444.3
951,C 6 6 6 (3),0.771943,0.858528,7444.2
1124,C 6 6 6 (4),0.771362,0.857738,7444.1
1023,C 6 6 5 (1),0.772254,0.348284,7443.4
1192,C 6 6 5 (2),0.771447,0.348924,7443.3
43,C 6 6 5 (3),0.770558,0.348771,7443.2
218,C 6 6 5 (4),0.770498,0.348599,7443.1
116,C 6 6 4 (1),0.768334,0.34838,7442.4
285,C 6 6 4 (2),0.769298,0.347994,7442.3
462,C 6 6 4 (3),0.767893,0.348194,7442.2
645,C 6 6 4 (4),0.767597,0.348786,7442.1
529,C 6 6 A (1),0.766765,0.2457,7441.4
706,C 6 6 A (2),0.765972,0.245329,7441.3
887,C 6 6 A (3),0.764805,0.245359,7441.2
1066,C 6 6 A (4),0.76309,0.244928,7441.1
1249,C 6 5 5 (1),0.746494,0.342804,7433.4
95,C 6 5 5 (2),0.746189,0.343044,7433.3
269,C 6 5 5 (3),0.745043,0.3428,7433.2
442,C 6 5 5 (4),0.745131,0.342382,7433.1
340,C 6 5 4 (1),0.74143,0.209312,7432.4
511,C 6 5 4 (2),0.735883,0.208492,7432.3
691,C 6 5 4 (3),0.730909,0.207751,7432.2
869,C 6 5 4 (4),0.725382,0.207461,7432.1
763,C 6 5 A (1),0.720624,0.145536,7431.4
934,C 6 5 A (2),0.708411,0.144786,7431.3
1111,C 6 5 A (3),0.696607,0.14328,7431.2
1288,C 6 5 A (4),0.684685,0.142245,7431.1
570,C 6 4 4 (1),0.668254,0.324899,7422.4
744,C 6 4 4 (2),0.666177,0.324184,7422.3
920,C 6 4 4 (3),0.667528,0.324656,7422.2
1095,C 6 4 4 (4),0.667364,0.324393,7422.1
991,C 6 4 A (1),0.66275,0.140051,7421.4
1160,C 6 4 A (2),0.651168,0.138836,7421.3
13,C 6 4 A (3),0.639752,0.13778,7421.2
186,C 6 4 A (4),0.62814,0.136388,7421.1
1214,C 6 A A (1),0.618825,0.144681,7411.4
61,C 6 A A (2),0.610733,0.143713,7411.3
237,C 6 A A (3),0.602396,0.142588,7411.2
415,C 6 A A (4),0.594262,0.141592,7411.1
858,C 5 5 5 (1),0.553397,0.727525,7333.4
1031,C 5 5 5 (2),0.554308,0.726207,7333.3
1204,C 5 5 5 (3),0.554013,0.727544,7333.2
52,C 5 5 5 (4),0.552747,0.726394,7333.1
1277,C 5 5 4 (1),0.553537,0.295835,7332.4
121,C 5 5 4 (2),0.553462,0.295618,7332.3
293,C 5 5 4 (3),0.553301,0.295414,7332.2
468,C 5 5 4 (4),0.552177,0.295297,7332.1
366,C 5 5 A (1),0.551978,0.2091,7331.4
536,C 5 5 A (2),0.550869,0.208609,7331.3
713,C 5 5 A (3),0.549674,0.208402,7331.2
894,C 5 5 A (4),0.54823,0.208461,7331.1
175,C 5 4 4 (1),0.538135,0.291593,7322.4
348,C 5 4 4 (2),0.537556,0.291834,7322.3
520,C 5 4 4 (3),0.537549,0.291522,7322.2
698,C 5 4 4 (4),0.535812,0.29067,7322.1
596,C 5 4 A (1),0.53366,0.125799,7321.4
768,C 5 4 A (2),0.523197,0.124368,7321.3
940,C 5 4 A (3),0.512738,0.123199,7321.2
1118,C 5 4 A (4),0.502853,0.122083,7321.1
827,C 5 A A (1),0.493803,0.129324,7311.4
998,C 5 A A (2),0.486388,0.128311,7311.3
1169,C 5 A A (3),0.479246,0.127382,7311.2
22,C 5 A A (4),0.471937,0.126351,7311.1
1109,C 4 4 4 (1),0.455502,0.65996,7222.4
1285,C 4 4 4 (2),0.454529,0.659987,7222.3
131,C 4 4 4 (3),0.455417,0.659759,7222.2
302,C 4 4 4 (4),0.454932,0.660392,7222.1
203,C 4 4 A (1),0.454655,0.189547,7221.4
374,C 4 4 A (2),0.453776,0.189385,7221.3
546,C 4 4 A (3),0.452799,0.189376,7221.2
724,C 4 4 A (4),0.451724,0.189245,7221.1
426,C 4 A A (1),0.445825,0.122892,7211.4
605,C 4 A A (2),0.438945,0.122131,7211.3
776,C 4 A A (3),0.432076,0.12089,7211.2
949,C 4 A A (4),0.424855,0.119842,7211.1
33,C A A A (1),0.420281,0.168918,7111.4
209,C A A A (2),0.418427,0.16839,7111.3
384,C A A A (3),0.416991,0.168133,7111.2
556,C A A A (4),0.415184,0.167977,7111.1
145,S S S S (1),0.216777,2.02031,6666.4
312,S S S S (2),0.218261,2.02869,6666.3
485,S S S S (3),0.217477,2.01169,6666.2
669,S S S S (4),0.220095,2.0292,6666.1
566,S S S 7 (1),0.21605,0.45474,6665.4
737,S S S 7 (2),0.216846,0.455805,6665.3
912,S S S 7 (3),0.21552,0.455237,6665.2
1088,S S S 7 (4),0.215794,0.454981,6665.1
989,S S S 6 (1),0.216448,0.456048,6664.4
1157,S S S 6 (2),0.216096,0.456614,6664.3
10,S S S 6 (3),0.215317,0.454555,6664.2
183,S S S 6 (4),0.216024,0.455135,6664.1
80,S S S 5 (1),0.216997,0.456431,6663.4
250,S S S 5 (2),0.21655,0.455946,6663.3
425,S S S 5 (3),0.216457,0.456063,6663.2
604,S S S 5 (4),0.215649,0.455336,6663.1
497,S S S 4 (1),0.216591,0.455946,6662.4
673,S S S 4 (2),0.215878,0.455327,6662.3
852,S S S 4 (3),0.217333,0.456676,6662.2
1024,S S S 4 (4),0.215352,0.454434,6662.1
923,S S S A (1),0.216337,0.321407,6661.4
1096,S S S A (2),0.216348,0.321376,6661.3
1271,S S S A (3),0.216437,0.321591,6661.2
115,S S S A (4),0.216658,0.322363,6661.1
800,S S 7 7 (1),0.216194,0.30304,6655.4
961,S S 7 7 (2),0.216457,0.302837,6655.3
1136,S S 7 7 (3),0.21617,0.302747,6655.2
1314,S S 7 7 (4),0.215993,0.30274,6655.1
1211,S S 7 6 (1),0.215954,0.185098,6654.4
57,S S 7 6 (2),0.215606,0.185248,6654.3
232,S S 7 6 (3),0.215158,0.184744,6654.2
411,S S 7 6 (4),0.215395,0.184641,6654.1
299,S S 7 5 (1),0.215199,0.184621,6653.4
473,S S 7 5 (2),0.214633,0.184478,6653.3
656,S S 7 5 (3),0.214688,0.184519,6653.2
834,S S 7 5 (4),0.214686,0.18441,6653.1
723,S S 7 4 (1),0.214604,0.184412,6652.4
899,S S 7 4 (2),0.214309,0.184449,6652.3
1077,S S 7 4 (3),0.214063,0.184249,6652.2
1250,S S 7 4 (4),0.213441,0.184099,6652.1
1145,S S 7 A (1),0.213973,0.130221,6651.4
1318,S S 7 A (2),0.213488,0.130175,6651.3
169,S S 7 A (3),0.213222,0.129902,6651.2
341,S S 7 A (4),0.212287,0.129958,6651.1
110,S S 6 6 (1),0.211297,0.299457,6644.4
280,S S 6 6 (2),0.211005,0.298797,6644.3
455,S S 6 6 (3),0.211726,0.299803,6644.2
642,S S 6 6 (4),0.210815,0.298854,6644.1
526,S S 6 5 (1),0.210985,0.182823,6643.4
701,S S 6 5 (2),0.21038,0.182643,6643.3
884,S S 6 5 (3),0.210664,0.183087,6643.2
1059,S S 6 5 (4),0.210475,0.18295,6643.1
946,S S 6 4 (1),0.210088,0.182639,6642.4
1123,S S 6 4 (2),0.210436,0.182832,6642.3
1300,S S 6 4 (3),0.210382,0.182266,6642.2
147,S S 6 4 (4),0.209726,0.182498,6642.1
44,S S 6 A (1),0.20939,0.128932,6641.4
216,S S 6 A (2),0.209473,0.128906,6641.3
393,S S 6 A (3),0.208688,0.128519,6641.2
569,S S 6 A (4),0.208342,0.128673,6641.1
760,S S 5 5 (1),0.207004,0.296219,6633.4
930,S S 5 5 (2),0.207244,0.296279,6633.3
1106,S S 5 5 (3),0.207205,0.296425,6633.2
1282,S S 5 5 (4),0.207295,0.296452,6633.1
1176,S S 5 4 (1),0.207623,0.18162,6632.4
25,S S 5 4 (2),0.206908,0.181189,6632.3
201,S S 5 4 (3),0.206583,0.181085,6632.2
372,S S 5 4 (4),0.207123,0.181177,6632.1
266,S S 5 A (1),0.206608,0.127891,6631.4
441,S S 5 A (2),0.205991,0.127786,6631.3
622,S S 5 A (3),0.205486,0.127486,6631.2
796,S S 5 A (4),0.205148,0.12758,6631.1
76,S S 4 4 (1),0.204663,0.294881,6622.4
248,S S 4 4 (2),0.204762,0.294521,6622.3
424,S S 4 4 (3),0.204301,0.29405,6622.2
601,S S 4 4 (4),0.204723,0.294729,6622.1
491,S S 4 A (1),0.204583,0.127188,6621.4
672,S S 4 A (2),0.204016,0.127036,6621.3
850,S S 4 A (3),0.20394,0.127092,6621.2
1021,S S 4 A (4),0.203231,0.126882,6621.1
718,S S A A (1),0.203016,0.135646,6611.4
898,S S A A (2),0.20236,0.135438,6611.3
1076,S S A A (3),0.202269,0.135275,6611.2
1247,S S A A (4),0.201771,0.135205,6611.1
399,S 7 7 7 (1),0.177154,0.412511,6555.4
580,S 7 7 7 (2),0.175897,0.411207,6555.3
747,S 7 7 7 (3),0.176332,0.411119,6555.2
925,S 7 7 7 (4),0.176667,0.412027,6555.1
825,S 7 7 6 (1),0.176328,0.167308,6554.4
994,S 7 7 6 (2),0.175951,0.167107,6554.3
1162,S 7 7 6 (3),0.175843,0.166939,6554.2
16,S 7 7 6 (4),0.175855,0.16709,6554.1
1242,S 7 7 5 (1),0.175468,0.16688,6553.4
84,S 7 7 5 (2),0.175302,0.16683,6553.3
254,S 7 7 5 (3),0.175525,0.166928,6553.2
430,S 7 7 5 (4),0.174999,0.166527,6553.1
330,S 7 7 4 (1),0.175041,0.166653,6552.4
501,S 7 7 4 (2),0.174825,0.166636,6552.3
680,S 7 7 4 (3),0.174202,0.166237,6552.2
859,S 7 7 4 (4),0.174421,0.166543,6552.1
755,S 7 7 A (1),0.174314,0.117651,6551.4
927,S 7 7 A (2),0.173934,0.117478,6551.3
1101,S 7 7 A (3),0.173393,0.117309,6551.2
1278,S 7 7 A (4),0.173092,0.117315,6551.1
1050,S 7 6 6 (1),0.167188,0.163089,6544.4
1218,S 7 6 6 (2),0.166864,0.162645,6544.3
65,S 7 6 6 (3),0.166854,0.162836,6544.2
241,S 7 6 6 (4),0.166183,0.162573,6544.1
136,S 7 6 5 (1),0.16537,0.099118,6543.4
306,S 7 6 5 (2),0.163815,0.0987269,6543.3
477,S 7 6 5 (3),0.162511,0.0982392,6543.2
661,S 7 6 5 (4),0.160656,0.0978069,6543.1
555,S 7 6 4 (1),0.159398,0.0973141,6542.4
731,S 7 6 4 (2),0.157707,0.0967227,6542.3
906,S 7 6 4 (3),0.156507,0.0965181,6542.2
1081,S 7 6 4 (4),0.154946,0.0959697,6542.1
980,S 7 6 A (1),0.153484,0.0674985,6541.4
1151,S 7 6 A (2),0.149915,0.0667499,6541.3
4,S 7 6 A (3),0.146609,0.0659786,6541.2
174,S 7 6 A (4),0.143182,0.0651965,6541.1
361,S 7 5 5 (1),0.136483,0.147242,6533.4
530,S 7 5 5 (2),0.136495,0.147136,6533.3
707,S 7 5 5 (3),0.136292,0.146957,6533.2
888,S 7 5 5 (4),0.136193,0.14712,6533.1
781,S 7 5 4 (1),0.135324,0.0896447,6532.4
955,S 7 5 4 (2),0.133819,0.0893324,6532.3
1129,S 7 5 4 (3),0.132561,0.0886762,6532.2
1305,S 7 5 4 (4),0.131082,0.0880965,6532.1
1199,S 7 5 A (1),0.129888,0.0621309,6531.4
51,S 7 5 A (2),0.126607,0.0613888,6531.3
225,S 7 5 A (3),0.123448,0.0605505,6531.2
401,S 7 5 A (4),0.120367,0.0598156,6531.1
1010,S 7 4 4 (1),0.116169,0.135933,6522.4
1180,S 7 4 4 (2),0.116271,0.135864,6522.3
31,S 7 4 4 (3),0.115794,0.135523,6522.2
206,S 7 4 4 (4),0.11565,0.135324,6522.1
101,S 7 4 A (1),0.114694,0.0583918,6521.4
274,S 7 4 A (2),0.111867,0.0577202,6521.3
450,S 7 4 A (3),0.1089,0.0568985,6521.2
633,S 7 4 A (4),0.106116,0.0561362,6521.1
327,S 7 A A (1),0.103461,0.0593812,6511.4
499,S 7 A A (2),0.101525,0.0587592,6511.3
678,S 7 A A (3),0.0993333,0.0582021,6511.2
856,S 7 A A (4),0.0975683,0.0575277,6511.1
653,S 6 6 6 (1),0.0815417,0.279863,6444.4
831,S 6 6 6 (2),0.0810014,0.279214,6444.3
1001,S 6 6 6 (3),0.0814007,0.279577,6444.2
1172,S 6 6 6 (4),0.0818675,0.280399,6444.1
1074,S 6 6 5 (1),0.0812254,0.113559,6443.4
1246,S 6 6 5 (2),0.0809496,0.113603,6443.3
91,S 6 6 5 (3),0.0811713,0.113601,6443.2
263,S 6 6 5 (4),0.0808011,0.113215,6443.1
168,S 6 6 4 (1),0.0808445,0.113345,6442.4
337,S 6 6 4 (2),0.0807083,0.113225,6442.3
508,S 6 6 4 (3),0.0807396,0.113208,6442.2
686,S 6 6 4 (4),0.0806544,0.113313,6442.1
589,S 6 6 A (1),0.0804129,0.0798111,6441.4
761,S 6 6 A (2),0.080175,0.0796101,6441.3
931,S 6 6 A (3),0.0800549,0.0796183,6441.2
1108,S 6 6 A (4),0.0798371,0.0796472,6441.1
1299,S 6 5 5 (1),0.0767821,0.110462,6433.4
143,S 6 5 5 (2),0.0765012,0.110212,6433.3
316,S 6 5 5 (3),0.0764689,0.110079,6433.2
487,S 6 5 5 (4),0.0762769,0.110037,6433.1
391,S 6 5 4 (1),0.0757496,0.0671225,6432.4
565,S 6 5 4 (2),0.074789,0.0667591,6432.3
739,S 6 5 4 (3),0.0738479,0.0662434,6432.2
915,S 6 5 4 (4),0.0729276,0.0658479,6432.1
820,S 6 5 A (1),0.0720014,0.0462828,6431.4
990,S 6 5 A (2),0.069774,0.0454795,6431.3
1158,S 6 5 A (3),0.0675847,0.0448048,6431.2
11,S 6 5 A (4),0.0655707,0.0441598,6431.1
617,S 6 4 4 (1),0.0626998,0.0998669,6422.4
790,S 6 4 4 (2),0.0623326,0.0996125,6422.3
964,S 6 4 4 (3),0.062536,0.0996811,6422.2
1138,S 6 4 4 (4),0.0621676,0.0992835,6422.1
1038,S 6 4 A (1),0.0618,0.0429412,6421.4
1210,S 6 4 A (2),0.0596883,0.0421682,6421.3
58,S 6 4 A (3),0.05766,0.0413721,6421.2
233,S 6 4 A (4),0.0557509,0.0407218,6421.1
1262,S 6 A A (1),0.054067,0.0428527,6411.4
109,S 6 A A (2),0.0528333,0.0423976,6411.3
281,S 6 A A (3),0.0513775,0.0417689,6411.2
457,S 6 A A (4),0.0501302,0.0413192,6411.1
902,S 5 5 5 (1),0.0435653,0.204511,6333.4
1079,S 5 5 5 (2),0.0441556,0.206037,6333.3
1252,S 5 5 5 (3),0.0435824,0.204707,6333.2
100,S 5 5 5 (4),0.0434756,0.204498,6333.1
0,S 5 5 4 (1),0.0435703,0.0832618,6332.4
172,S 5 5 4 (2),0.0435271,0.0831391,6332.3
343,S 5 5 4 (3),0.0434939,0.083053,6332.2
514,S 5 5 4 (4),0.0433499,0.082934,6332.1
419,S 5 5 A (1),0.0433561,0.058602,6331.4
595,S 5 5 A (2),0.0431525,0.0584873,6331.3
765,S 5 5 A (3),0.0430134,0.0583881,6331.2
937,S 5 5 A (4),0.0427785,0.0583156,6331.1
223,S 5 4 4 (1),0.0413647,0.0810564,6322.4
398,S 5 4 4 (2),0.0411678,0.0807195,6322.3
578,S 5 4 4 (3),0.0409631,0.0807722,6322.2
750,S 5 4 4 (4),0.0409203,0.0807064,6322.1
648,S 5 4 A (1),0.0405598,0.0347603,6321.4
826,S 5 4 A (2),0.038912,0.0340074,6321.3
995,S 5 4 A (3),0.0373641,0.0333411,6321.2
1164,S 5 4 A (4),0.0358674,0.0326533,6321.1
873,S 5 A A (1),0.0345674,0.0343081,6311.4
1049,S 5 A A (2),0.03351,0.0337465,6311.3
1220,S 5 A A (3),0.0323637,0.0331694,6311.2
66,S 5 A A (4),0.0313553,0.032654,6311.1
1156,S 4 4 4 (1),0.0288317,0.166624,6222.4
7,S 4 4 4 (2),0.0286047,0.165928,6222.3
181,S 4 4 4 (3),0.0291524,0.167577,6222.2
351,S 4 4 4 (4),0.0284847,0.1654,6222.1
249,S 4 4 A (1),0.0288813,0.0478351,6221.4
423,S 4 4 A (2),0.0287462,0.0477508,6221.3
600,S 4 4 A (3),0.0286239,0.0476639,6221.2
773,S 4 4 A (4),0.028488,0.0475644,6221.1
470,S 4 A A (1),0.0276974,0.0306858,6211.4
655,S 4 A A (2),0.0267266,0.030136,6211.3
832,S 4 A A (3),0.0257233,0.0296017,6211.2
1003,S 4 A A (4),0.0247864,0.0290728,6211.1
82,S A A A (1),0.0241379,0.0405768,6111.4
