,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,SampleAppearances,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Samples,Sample_size
389,C C 6 A (1),2.35861,0.427326,10.62,0.867548,39.7655,1.37852,35.091,1.39642,0.0,0.0,0.0,0.0,50.0042,2.27598,7741.4,1476.6,77.4,27.4, C C X X (1), 27 (1),600000,756362356,756362356,701891638,465353119,105871959,291009237,600000,600000
390,R 7 6 5 (3),13.399,0.587046,0.146424,0.0659844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0643,1.39272,8543.2,3457.8,0.2,28.2, X X X X (3), 28 (3),600000,2016818519,1864927286,1228370753,1281334403,308801824,735484116,600000,600000
391,S 6 5 4 (1),0.0757496,0.0671225,1.98734,0.340992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4163,1.78175,6432.4,2345.6,0.4,25.4, X X X X (1), 25 (1),600000,1008458252,942698252,639911571,668501582,174995692,339956670,600000,600000
392,R S S 5 (4),26.93,1.25182,0.0427671,0.0582631,37.4422,1.36395,32.5867,1.3707,56.2456,1.39994,19.2425,1.51133,0.0,0.0,8663.1,3667.9,66.1,35.1, S S X X (4), 35 (4),600000,756292096,756292096,701819611,756292096,409759287,0,600000,600000
393,S S 6 A (3),0.208688,0.128519,11.8524,0.910074,32.4443,1.3199,27.201,1.30224,0.0,0.0,0.0,0.0,40.4847,2.22754,6641.2,1465.8,66.2,27.2, S S X X (3), 27 (3),600000,756319811,756319811,701846390,465299093,105871133,291020718,600000,600000
394,5 4 4 A (1),0.0,0.0,56.0796,1.39875,16.2279,1.04011,9.72686,0.867355,0.0,0.0,0.0,0.0,0.00064608,0.0144254,3221.4,1222.6,22.4,14.4, 4 4 X X (1), 14 (1),600000,756272426,756272426,701809503,569376551,193597111,186895875,600000,600000
395,7 5 5 4 (3),0.00222835,0.0188032,2.09689,0.570488,18.9742,1.56367,13.5946,1.41155,0.0,0.0,0.0,0.0,1.19075,0.799607,5332.2,2334.8,33.2,21.2, 5 5 X X (3), 21 (3),600000,378165735,378165735,354621343,267214954,79330857,110950781,600000,600000
396,R S S S (3),27.097,3.07231,0.0,0.0,82.3445,2.63964,81.1028,2.80379,73.1831,3.06208,44.0316,4.97609,0.0,0.0,8666.2,6667.8,666.2,40.2, S S S X (3), 40 (3),600000,126037089,126037089,117755439,126037089,60390425,0,600000,600000
397,C S 5 A (2),1.56505,0.213977,19.7956,0.687485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4033,1.28183,7631.3,1366.7,0.3,26.3, X X X X (2), 26 (2),600000,2016807911,1864910721,1228390457,1256989674,292963007,759818237,600000,600000
398,S 5 4 4 (2),0.0411678,0.0807195,2.41883,0.611703,17.2079,1.50452,11.7103,1.3225,0.0,0.0,0.0,0.0,8.14885,1.93242,6322.3,2235.7,22.3,23.3, 4 4 X X (2), 23 (2),600000,378186784,378186784,354637403,257117023,70694449,121069761,600000,600000
399,S 7 7 7 (1),0.177154,0.412511,0.000154124,0.0119949,78.7414,4.01379,77.4653,4.22288,100.0,0.0,100.0,0.0,0.0,0.0,6555.4,5555.6,555.4,3100.4, 7 7 7 X (1), 31 (1),600000,63020993,63020993,59452949,63020993,37877268,0,600000,600000
400,R S 4 A (1),18.1172,0.469152,36.8928,0.590182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6977,0.817398,8621.4,1267.6,0.4,25.4, X X X X (1), 25 (1),600000,4033666707,3684349221,2352240067,2556575567,614958206,1477091140,600000,600000
401,S 7 5 A (4),0.120367,0.0598156,22.0939,0.71465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65593,0.685721,6531.1,1355.9,0.1,23.1, X X X X (4), 23 (4),600000,2016781779,1864885029,1228361679,1334472482,347955366,682309297,600000,600000
402,5 A A A (2),0.0,0.0,99.72,0.137752,79.0672,1.06164,76.9749,1.15245,0.0,0.0,0.0,0.0,0.0,0.0,3111.3,1112.7,111.3,8.3, A A A X (2), 8 (2),600000,882386328,882386328,802203971,682508516,246770844,199877812,600000,600000
403,R S S 4 (1),26.9144,1.25147,0.551361,0.208528,38.6469,1.37131,33.8852,1.38353,53.9861,1.40564,16.6588,1.41529,0.0,0.0,8662.4,2667.6,66.4,34.4, S S X X (1), 34 (1),600000,756327105,756327105,701854526,756327105,417579598,0,600000,600000
404,C C 7 6 (2),2.39468,0.610304,0.00465457,0.0272231,37.9349,1.93503,33.8133,1.95019,44.3049,1.97973,3.12882,0.915464,0.0,0.0,7754.3,4576.7,77.3,33.3, C C X X (2), 33 (2),600000,378181795,378181795,354631943,378181795,217431796,0,600000,600000
405,7 4 4 4 (4),0.000914609,0.0296555,2.4284,1.50962,77.1565,4.115,75.7852,4.32491,0.0,0.0,0.0,0.0,0.270418,0.994619,5222.1,2224.9,222.1,19.1, 4 4 4 X (4), 19 (4),600000,63033859,63033859,59464710,46010769,14615450,17023090,600000,600000
406,C 7 4 A (3),0.910582,0.163982,40.4638,0.846993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47594,0.468435,7521.2,1256.8,0.2,22.2, X X X X (3), 22 (3),600000,2016869098,1864949305,1228402827,1357365611,366015129,659503487,600000,600000
407,6 4 4 A (2),8.94841e-06,0.000847154,55.9549,1.39757,16.0215,1.03217,9.504,0.856774,0.0,0.0,0.0,0.0,0.00148453,0.0215201,4221.3,1223.7,22.3,15.3, 4 4 X X (2), 15 (2),600000,756325201,756325201,701854907,563260561,187068721,193064640,600000,600000
408,R R C A (3),91.0715,0.372254,4.33187,0.265921,63.3306,0.629293,59.4171,0.674466,85.0679,0.46456,73.442,0.767764,0.0,0.0,8871.2,1787.8,88.2,3100.2, R R X X (3), 31 (3),600000,3529423108,3529423108,3189068700,3529423108,1984398186,0,600000,600000
409,R C 6 6 (1),41.8408,1.39015,0.00935883,0.0272253,29.2396,1.28177,23.747,1.24401,75.6992,1.20821,58.6481,1.81066,0.0,0.0,8744.4,4477.6,44.4,320.4, 6 6 X X (1), 32 (1),600000,756331039,756331039,701851920,756331039,444464609,0,600000,600000
410,R 7 A A (2),9.71472,0.386002,73.9639,0.571189,14.1529,0.454164,4.99025,0.298402,0.0,0.0,0.0,0.0,0.194647,0.101664,8511.3,1157.7,11.3,19.3, A A X X (2), 19 (2),600000,3529474758,3529474758,3189094508,2404790929,664541190,1124683829,600000,600000
411,S S 7 6 (4),0.215395,0.184641,0.00666263,0.0325378,30.9344,1.84331,26.3499,1.81487,42.5037,1.96942,0.0,0.0,0.0,0.0,6654.1,4565.9,66.1,33.1, S S X X (4), 33 (4),600000,378162367,378162367,354622673,378162367,217429123,0,600000,600000
412,R 7 7 4 (2),14.1312,0.980634,0.764888,0.245145,31.8779,1.31292,26.5915,1.29332,0.0,0.0,0.0,0.0,69.6976,2.14483,8552.3,2557.7,55.3,28.3, 7 7 X X (2), 28 (2),600000,756310926,756310926,701845698,480173559,115561529,276137367,600000,600000
413,C S 6 6 (3),1.79857,0.530122,0.00966491,0.0391322,25.6642,1.74132,20.7294,1.66834,71.326,1.80453,51.2058,2.60128,0.0,0.0,7644.2,4466.8,44.2,320.2, 6 6 X X (3), 32 (3),600000,378136225,378136225,354596298,378136225,222211235,0,600000,600000
414,7 7 5 5 (1),0.00977251,0.0645051,0.211192,0.299138,89.4995,1.99814,88.8363,2.11719,0.0,0.0,0.0,0.0,12.6508,3.84241,5533.4,3354.6,5533.4,24.4, 7 7 5 5 (1), 24 (1),600000,141793849,141793849,133371787,96233901,26290428,45559948,600000,600000
415,C 6 A A (4),0.594262,0.141592,79.2608,0.747589,8.41828,0.511678,0.0,0.0,0.0,0.0,0.0,0.0,0.0364222,0.06359,7411.1,1146.9,11.1,18.1, A A X X (4), 18 (4),600000,1764822617,1764822617,1616254659,1223737047,350287221,541085570,600000,600000
416,6 6 5 5 (3),0.000140631,0.00775679,0.215326,0.302195,88.509,2.07954,87.7832,2.20165,0.0,0.0,0.0,0.0,2.91919,2.03133,4433.2,3343.8,4433.2,22.2, 6 6 5 5 (3), 22 (3),600000,141803505,141803505,133378906,99937899,29512886,41865606,600000,600000
417,R 7 4 A (4),9.9952,0.365417,38.7197,0.593489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65893,0.272705,8521.1,1257.9,0.1,22.1, X X X X (4), 22 (4),600000,4033726777,3684410955,2352282830,2714777163,732035858,1318949614,600000,600000
418,R 6 6 4 (3),8.3601,0.781588,1.2019,0.30722,26.0309,1.2354,20.2893,1.17584,0.0,0.0,0.0,0.0,27.8383,2.14882,8442.2,2447.8,44.2,26.2, 6 6 X X (3), 26 (3),600000,756312200,756312200,701834680,494818345,126211945,261493855,600000,600000
419,S 5 5 A (1),0.0433561,0.058602,26.9784,1.25133,20.1456,1.12999,13.9482,1.01346,0.0,0.0,0.0,0.0,1.56273,0.617472,6331.4,1335.6,33.4,21.4, 5 5 X X (1), 21 (1),600000,756314996,756314996,701845744,514133420,141404685,242181576,600000,600000
420,C C 4 4 (1),2.33155,0.983979,2.33296,0.986113,91.9781,1.77053,91.4714,1.87738,0.0,0.0,0.0,0.0,78.4346,4.38705,7722.4,2276.6,7722.4,28.4, C C 4 4 (1), 28 (1),600000,141815727,141815727,133389416,88398298,20601567,53417429,600000,600000
421,R S 6 6 (4),22.5607,1.17708,0.00944717,0.0273684,28.2596,1.26775,22.6908,1.22561,69.21,1.3001,47.6013,1.83426,0.0,0.0,8644.1,4467.9,44.1,320.1, 6 6 X X (4), 32 (4),600000,756313633,756313633,701834320,756313633,444417620,0,600000,600000
422,C C S 5 (1),2.42084,0.612155,0.0412649,0.081002,38.3338,1.9366,34.2384,1.9512,59.6744,1.9549,25.5772,2.36262,0.0,0.0,7763.4,3676.6,77.4,35.4, C C X X (1), 35 (1),600000,378169822,378169822,354618884,378169822,204909673,0,600000,600000
423,S 4 4 A (2),0.0287462,0.0477508,55.7516,1.39841,16.0227,1.03225,9.50455,0.857113,0.0,0.0,0.0,0.0,0.281818,0.273597,6221.3,1225.7,22.3,19.3, 4 4 X X (2), 19 (2),600000,756280332,756280332,701807860,530442913,155402598,225837419,600000,600000
424,S S 4 4 (3),0.204301,0.29405,2.34725,0.987651,90.6337,1.89867,90.0418,2.01231,0.0,0.0,0.0,0.0,61.3124,5.19745,6622.2,2265.8,6622.2,28.2, S S 4 4 (3), 28 (3),600000,141827333,141827333,133398255,88400834,20594872,53426499,600000,600000
425,S S S 5 (3),0.216457,0.456063,0.0431452,0.203475,78.9018,4.00106,77.636,4.20825,57.3778,4.84865,21.3395,5.48103,0.0,0.0,6663.2,3665.8,666.2,35.2, S S S X (3), 35 (3),600000,63023867,63023867,59456199,63023867,34149020,0,600000,600000
426,C 4 A A (1),0.445825,0.122892,93.0187,0.469795,14.8807,0.656274,7.05751,0.493779,0.0,0.0,0.0,0.0,0.00551305,0.0254811,7211.4,1126.6,11.4,16.4, A A X X (1), 16 (1),600000,1764717459,1764717459,1616177136,1256194545,379517825,508522914,600000,600000
427,C S 7 5 (2),1.97781,0.33962,0.0748314,0.0667512,0.0,0.0,0.0,0.0,73.9237,1.06978,55.3084,1.58757,0.0,0.0,7653.3,3566.7,0.3,320.3, X X X X (2), 32 (2),600000,1008414227,942652613,639893372,1008414227,588382548,0,600000,600000
428,S A A A (3),0.0236563,0.040088,99.0581,0.251558,78.6275,1.06934,76.4911,1.16035,0.0,0.0,0.0,0.0,0.0,0.0,6111.2,1115.8,111.2,13.2, A A A X (3), 13 (3),600000,882357616,882357616,802173727,637085888,198250360,245271728,600000,600000
429,R S 6 5 (1),22.4753,0.72048,0.129695,0.0621515,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8643.4,3467.6,0.4,3100.4, X X X X (1), 31 (1),600000,2016883410,1864999667,1228447044,2016883410,1202097558,0,600000,600000
430,S 7 7 5 (4),0.174999,0.166527,0.0811214,0.113437,28.0435,1.79157,23.2663,1.73617,0.0,0.0,0.0,0.0,74.9063,2.81443,6553.1,3555.9,55.1,29.1, 7 7 X X (4), 29 (4),600000,378185361,378185361,354639984,235547475,54632676,142637886,600000,600000
431,R R A A (3),66.2633,0.659218,66.2649,0.659092,96.4331,0.258388,96.0051,0.288786,0.0,0.0,0.0,0.0,2.05376,0.331381,8811.2,1187.8,8811.2,22.2, R R A A (3), 22 (3),600000,3088346180,3088346180,2757530965,1989500621,493470527,1098845559,600000,600000
432,C C C S (2),2.43053,1.50952,0.0,0.0,79.433,3.96856,78.1976,4.17543,73.9445,4.3003,45.6047,7.09305,0.0,0.0,7776.3,6776.7,777.3,40.3, C C C X (2), 40 (2),600000,63021637,63021637,59451039,63021637,30188042,0,600000,600000
433,R R 7 4 (3),79.4726,0.74546,0.602423,0.142699,61.1478,0.899554,57.5769,0.953315,83.0149,0.692786,71.4408,1.08017,0.0,0.0,8852.2,2587.8,88.2,3100.2, R R X X (3), 31 (3),600000,1764799699,1764799699,1616251334,1764799699,1049583152,0,600000,600000
434,7 6 5 4 (1),0.00656535,0.019773,2.02299,0.343702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90911,1.13143,5432.4,2344.6,0.4,22.4, X X X X (1), 22 (1),600000,1008378186,942614690,639852642,706455245,206045561,301922941,600000,600000
435,C 7 6 5 (3),1.15415,0.260662,0.156328,0.0964899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0664,1.9675,7543.2,3456.8,0.2,28.2, X X X X (3), 28 (3),600000,1008448913,942686358,639898739,640677968,154402760,367770945,600000,600000
436,R C S S (1),54.0796,1.40431,0.0,0.0,42.0483,1.39188,37.5498,1.41816,74.6821,1.22554,47.1571,2.03525,0.0,0.0,8766.4,6677.6,66.4,40.4, S S X X (1), 40 (1),600000,756285501,756285501,701807393,756285501,362348791,0,600000,600000
437,R 7 5 5 (2),11.8591,0.911096,0.208937,0.128461,23.765,1.19989,17.8492,1.12056,0.0,0.0,0.0,0.0,47.0619,2.35054,8533.3,3357.7,33.3,27.3, 5 5 X X (2), 27 (2),600000,756279074,756279074,701817798,485007822,119003258,271271252,600000,600000
438,6 5 5 4 (3),9.40922e-05,0.00385942,2.09848,0.57129,18.9722,1.56264,13.5916,1.41076,0.0,0.0,0.0,0.0,0.753746,0.648648,4332.2,2333.8,33.2,20.2, 5 5 X X (3), 20 (3),600000,378173361,378173361,354624843,270988072,82843915,107185289,600000,600000
439,C S S S (3),2.10088,1.40791,0.0,0.0,79.2895,3.97713,78.046,4.18429,73.1849,4.33883,44.0372,7.07033,0.0,0.0,7666.2,6666.8,666.2,40.2, S S S X (3), 40 (3),600000,63038895,63038895,59468404,63038895,30206089,0,600000,600000
440,7 7 7 7 (1),0.0106449,0.431199,0.000223856,0.0667066,88.7686,13.6355,88.1879,14.3708,0.0,0.0,0.0,0.0,68.1268,33.4498,5555.4,5554.6,5555.4,28.4, 7 7 7 7 (1), 28 (1),599167,3935651,3935651,3743325,2501441,600766,1434210,600000,600000
441,S S 5 A (2),0.205991,0.127786,20.0226,1.1262,32.8094,1.32286,27.5941,1.30605,0.0,0.0,0.0,0.0,29.4043,2.09393,6631.3,1365.7,66.3,26.3, S S X X (2), 26 (2),600000,756343952,756343952,701865983,471386732,109870277,284957220,600000,600000
442,C 6 5 5 (4),0.745131,0.342382,0.213836,0.184225,20.7372,1.6128,15.4736,1.48706,0.0,0.0,0.0,0.0,26.316,2.98931,7433.1,3346.9,33.1,26.1, 5 5 X X (4), 26 (4),600000,378182653,378182653,354632475,247430383,63104443,130752270,600000,600000
443,7 5 4 4 (2),0.00199686,0.0178142,2.4241,0.611792,17.209,1.50811,11.7119,1.32525,0.0,0.0,0.0,0.0,0.796644,0.667752,5322.3,2234.7,22.3,20.3, 4 4 X X (2), 20 (2),600000,378149878,378149878,354605362,271651628,83465970,106498250,600000,600000
444,C S 4 A (1),1.49242,0.209207,37.6416,0.836464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6966,1.15365,7621.4,1266.6,0.4,25.4, X X X X (1), 25 (1),600000,2016892051,1864971680,1228375000,1278338175,307478763,738553876,600000,600000
445,R 7 6 5 (4),13.3129,0.585893,0.143243,0.0652437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2697,1.42216,8543.1,3457.9,0.1,28.1, X X X X (4), 28 (4),600000,2016815887,1864916494,1228372304,1281329502,308795897,735486385,600000,600000
446,7 7 5 A (4),0.00945293,0.0273957,22.5616,1.17763,26.473,1.24241,20.7662,1.18586,0.0,0.0,0.0,0.0,0.42707,0.334361,5531.1,1354.9,55.1,20.1, 7 7 X X (4), 20 (4),600000,756347506,756347506,701871811,527308193,152242359,229039313,600000,600000
447,4 A A A (2),0.0,0.0,99.9236,0.0720487,79.0686,1.06044,76.9766,1.15144,0.0,0.0,0.0,0.0,0.0,0.0,2111.3,1111.7,111.3,7.3, A A A X (2), 7 (2),600000,882364171,882364171,802188694,691250682,257393882,191113489,600000,600000
448,C S S 4 (1),2.08882,0.569141,0.55401,0.296038,34.9351,1.89951,30.6147,1.89779,53.9845,1.98504,16.6588,1.99731,0.0,0.0,7662.4,2666.6,66.4,34.4, S S X X (1), 34 (1),600000,378148582,378148582,354602467,378148582,208787847,0,600000,600000
449,6 4 4 4 (4),4.61612e-06,0.00206765,2.42708,1.50921,77.1562,4.11555,75.7842,4.32694,0.0,0.0,0.0,0.0,0.073641,0.522196,4222.1,2223.9,222.1,18.1, 4 4 4 X (4), 18 (4),600000,63034593,63034593,59464344,46255126,14869877,16779467,600000,600000
450,S 7 4 A (3),0.1089,0.0568985,41.2477,0.848274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47566,0.46838,6521.2,1255.8,0.2,22.2, X X X X (3), 22 (3),600000,2016828623,1864930265,1228367006,1357368174,366009456,659460449,600000,600000
451,C C 6 6 (1),2.36947,0.991899,0.00941864,0.0632514,92.0382,1.76376,91.5351,1.87032,75.6963,2.80214,58.6408,4.203,0.0,0.0,7744.4,4476.6,7744.4,320.4, C C 6 6 (1), 32 (1),600000,141816967,141816967,133388560,141816967,83334079,0,600000,600000
452,C 7 A A (2),0.874779,0.171758,75.0673,0.798436,12.4911,0.610112,4.44739,0.396833,0.0,0.0,0.0,0.0,0.194362,0.143814,7511.3,1156.7,11.3,19.3, A A X X (2), 19 (2),600000,1764844193,1764844193,1616276948,1202446148,332277018,562398045,600000,600000
453,R S S S (4),27.1067,3.07638,0.0,0.0,82.3388,2.63716,81.0968,2.8018,72.4419,3.09074,42.4782,4.95358,0.0,0.0,8666.1,6667.9,666.1,40.1, S S S X (4), 40 (4),600000,126056259,126056259,117773937,126056259,60392712,0,600000,600000
454,R R S A (2),84.4002,0.473788,4.95992,0.283242,71.248,0.590111,68.1793,0.638537,92.2761,0.348599,86.2622,0.599475,0.0,0.0,8861.3,1687.7,88.3,3100.3, R R X X (2), 31 (2),600000,3529539827,3529539827,3189157133,3529539827,1984427032,0,600000,600000
455,S S 6 6 (3),0.211726,0.299803,0.00969014,0.0642251,90.6865,1.89526,90.0982,2.00896,71.3196,2.94502,51.2008,4.2485,0.0,0.0,6644.2,4465.8,6644.2,320.2, S S 6 6 (3), 32 (3),600000,141794250,141794250,133369736,141794250,83335777,0,600000,600000
456,C 7 7 4 (2),1.20866,0.435965,0.768979,0.347859,28.6921,1.80138,23.957,1.75546,0.0,0.0,0.0,0.0,69.6926,3.03785,7552.3,2556.7,55.3,28.3, 7 7 X X (2), 28 (2),600000,378178052,378178052,354629061,240113938,57785757,138064114,600000,600000
457,S 6 A A (4),0.0501302,0.0413192,80.1091,0.736215,8.41792,0.512544,0.0,0.0,0.0,0.0,0.0,0.0,0.0363186,0.0634743,6411.1,1145.9,11.1,18.1, A A X X (4), 18 (4),600000,1764705497,1764705497,1616154079,1223678211,350270505,541027286,600000,600000
458,R 7 6 4 (1),13.2238,0.585157,1.11426,0.180965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9075,1.44107,8542.4,2457.6,0.4,27.4, X X X X (1), 27 (1),600000,2016814302,1864892658,1228407164,1299312938,321669197,717501364,600000,600000
459,C C S A (4),2.40451,0.432681,5.54906,0.644454,38.5191,1.37062,33.7474,1.3828,78.3474,1.15902,61.4894,1.82587,0.0,0.0,7761.1,1676.9,77.1,3100.1, C C X X (4), 31 (4),600000,756272477,756272477,701802885,756272477,425214638,0,600000,600000
460,R C 7 A (3),43.5185,0.603222,6.77893,0.306653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0601,0.952357,8751.2,1577.8,0.2,28.2, X X X X (3), 28 (3),600000,4033700315,3684358151,2352275268,2432536695,533327878,1601163620,600000,600000
461,R R C A (4),90.5494,0.38121,4.25199,0.26275,55.9048,0.648136,51.1976,0.686114,78.3491,0.537637,61.4916,0.847061,0.0,0.0,8871.1,1787.9,88.1,3100.1, R R X X (4), 31 (4),600000,3529521141,3529521141,3189086433,3529521141,1984435200,0,600000,600000
462,C 6 6 4 (3),0.767893,0.348194,1.20686,0.435631,23.3131,1.68525,18.2224,1.58825,0.0,0.0,0.0,0.0,27.843,3.04473,7442.2,2446.8,44.2,26.2, 6 6 X X (3), 26 (3),600000,378183078,378183078,354641198,247448772,63123547,130734306,600000,600000
463,7 5 5 A (1),0.00216293,0.0131149,27.0388,1.25132,20.1473,1.13071,13.949,1.01334,0.0,0.0,0.0,0.0,0.15671,0.208849,5331.4,1334.6,33.4,18.4, 5 5 X X (1), 18 (1),600000,756351104,756351104,701870578,541107450,164867580,215243654,600000,600000
464,R S S 7 (1),27.1001,1.25317,8.09719e-05,0.00253921,38.653,1.37326,33.8917,1.38527,69.3503,1.30104,41.3011,1.92065,0.0,0.0,8665.4,5667.6,66.4,37.4, S S X X (1), 37 (1),600000,756325647,756325647,701852468,756325647,394915027,0,600000,600000
465,R 6 5 4 (2),7.96179,0.467599,1.89485,0.235702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5891,1.1801,8432.3,2347.7,0.3,25.3, X X X X (2), 25 (2),600000,2016851107,1864921385,1228417116,1336988475,349963227,679862632,600000,600000
466,R R 5 5 (3),72.0004,1.35459,0.202179,0.135311,98.0457,0.416701,97.8744,0.452919,0.0,0.0,0.0,0.0,90.7284,1.38411,8833.2,3387.8,8833.2,30.2, R R 5 5 (3), 30 (3),600000,661769591,661769591,608424049,398106569,86889306,263663022,600000,600000
467,R R C 6 (3),94.3723,0.424767,0.000657905,0.00473294,61.147,0.899653,57.5749,0.953147,61.6787,0.896861,28.2418,1.13614,0.0,0.0,8874.2,4787.8,88.2,36.2, R R X X (3), 36 (3),600000,1764751999,1764751999,1616165079,1764751999,942437576,0,600000,600000
468,C 5 5 4 (4),0.552177,0.295297,2.08504,0.570427,18.7344,1.55644,13.338,1.40031,0.0,0.0,0.0,0.0,9.25332,2.01167,7332.1,2336.9,33.1,24.1, 5 5 X X (4), 24 (4),600000,378115442,378115442,354570517,252818950,67278651,125296492,600000,600000
469,R 7 7 7 (2),14.2168,2.41681,0.000149218,0.00844427,81.7879,2.66804,80.5069,2.83442,90.2542,2.05107,83.7828,3.2949,0.0,0.0,8555.3,5557.7,555.3,3100.3, 7 7 7 X (2), 31 (2),600000,126049970,126049970,117767173,126049970,75751595,0,600000,600000
470,S 4 A A (1),0.0276974,0.0306858,93.9202,0.439953,14.8804,0.655957,7.05625,0.492796,0.0,0.0,0.0,0.0,0.00545163,0.0254429,6211.4,1125.6,11.4,16.4, A A X X (1), 16 (1),600000,1764828229,1764828229,1616262801,1256215972,379479182,508612257,600000,600000
471,R 5 4 4 (3),5.554,0.645668,2.40848,0.432357,19.1083,1.10754,12.8303,0.977901,0.0,0.0,0.0,0.0,7.03264,1.27368,8322.2,2237.8,22.2,23.2, 4 4 X X (3), 23 (3),600000,756305466,756305466,701836240,514145202,141390358,242160264,600000,600000
472,R 6 6 4 (4),8.35323,0.778651,1.20028,0.306964,25.7275,1.23277,19.9619,1.17026,0.0,0.0,0.0,0.0,23.2871,2.02403,8442.1,2447.9,44.1,26.1, 6 6 X X (4), 26 (4),600000,756301287,756301287,701820348,494831372,126206185,261469915,600000,600000
473,S S 7 5 (2),0.214633,0.184478,0.0765135,0.110356,31.6376,1.8539,27.0977,1.82867,73.9175,1.75244,55.303,2.60042,0.0,0.0,6653.3,3565.7,66.3,320.3, S S X X (2), 32 (2),600000,378159888,378159888,354610201,378159888,220670290,0,600000,600000
474,7 A A A (3),0.000518217,0.00594117,99.2617,0.223002,78.6303,1.06722,76.4937,1.15811,0.0,0.0,0.0,0.0,0.0,0.0,5111.2,1114.8,111.2,10.2, A A A X (3), 10 (3),600000,882370403,882370403,802165727,665619794,227455897,216750609,600000,600000
475,C S 6 5 (1),1.79212,0.323361,0.135305,0.0897214,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7643.4,3466.6,0.4,3100.4, X X X X (1), 31 (1),600000,1008410222,942628634,639865260,1008410222,601011647,0,600000,600000
476,7 7 7 5 (4),0.0100967,0.0984401,0.0822361,0.281432,78.3575,4.0426,77.0583,4.25133,0.0,0.0,0.0,0.0,24.6936,7.31668,5553.1,3554.9,555.1,26.1, 7 7 7 X (4), 26 (4),600000,63002877,63002877,59434902,41544359,10704659,21458518,600000,600000
477,S 7 6 5 (3),0.162511,0.0982392,0.16235,0.098253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0686,1.97423,6543.2,3455.8,0.2,28.2, X X X X (3), 28 (3),600000,1008441145,942679520,639888678,640697028,154412236,367744117,600000,600000
478,6 6 5 4 (1),0.000148862,0.00486122,2.032,0.562527,21.6492,1.64341,16.4467,1.52709,0.0,0.0,0.0,0.0,1.70313,0.96194,4432.4,2343.6,44.4,21.4, 6 6 X X (1), 21 (1),600000,378184569,378184569,354636840,268788547,80778162,109396022,600000,600000
479,C C S S (1),2.43064,1.00489,0.0,0.0,92.0931,1.75986,91.5936,1.86649,74.6822,2.83444,47.1669,4.71062,0.0,0.0,7766.4,6676.6,7766.4,40.4, C C S S (1), 40 (1),600000,141812773,141812773,133387954,141812773,67957675,0,600000,600000
480,R R 6 4 (2),75.0694,0.797418,0.874902,0.171643,68.7776,0.853176,65.9074,0.912088,0.0,0.0,0.0,0.0,95.9219,0.580521,8842.3,2487.7,88.3,30.3, R R X X (2), 30 (2),600000,1764759297,1764759297,1616187400,1066449610,234772752,698309687,600000,600000
481,R 6 6 A (1),8.34572,0.551405,14.0986,0.693109,27.5772,0.890365,21.0275,0.848305,0.0,0.0,0.0,0.0,8.6469,0.969393,8441.4,1447.6,44.4,23.4, 6 6 X X (1), 23 (1),600000,1512617371,1512617371,1387166532,1007104796,265733629,505512575,600000,600000
482,C 7 5 5 (2),1.03978,0.403994,0.210408,0.182829,21.2479,1.62974,16.0185,1.50905,0.0,0.0,0.0,0.0,47.0672,3.32927,7533.3,3356.7,33.3,27.3, 5 5 X X (2), 27 (2),600000,378157598,378157598,354610561,242521465,59506029,135636133,600000,600000
483,R R R 5 (2),99.1091,0.245243,0.0239257,0.0402978,89.3632,0.804426,88.2998,0.879741,58.5242,1.28622,23.453,1.5031,0.0,0.0,8883.3,3887.7,888.3,35.3, R R R X (2), 35 (2),600000,882365634,882365634,802172243,882365634,478095492,0,600000,600000
