,Mano,Chica,Stddev_chica,Chica_value
125,R 5 4 4 (1),2.41327,0.43218,2237.6
296,R 5 4 4 (2),2.40942,0.432023,2237.7
471,R 5 4 4 (3),2.40848,0.432357,2237.8
531,R 5 4 4 (4),2.4064,0.432267,2237.9
708,6 6 4 4 (1),2.39766,0.998691,2243.6
770,6 6 4 4 (2),2.39714,0.996634,2243.7
1067,6 6 4 4 (3),2.3962,0.998056,2243.8
1240,6 6 4 4 (4),2.39708,0.998201,2243.9
665,7 6 4 4 (1),2.3964,0.609269,2244.6
844,7 6 4 4 (2),2.39427,0.608707,2244.7
1015,7 6 4 4 (3),2.39367,0.609837,2244.8
1182,7 6 4 4 (4),2.3934,0.609019,2244.9
617,S 6 4 4 (1),2.39136,0.609426,2245.6
790,S 6 4 4 (2),2.3911,0.609081,2245.7
964,S 6 4 4 (3),2.38972,0.608822,2245.8
1138,S 6 4 4 (4),2.38768,0.609572,2245.9
570,C 6 4 4 (1),2.3884,0.608043,2246.6
744,C 6 4 4 (2),2.38659,0.608796,2246.7
920,C 6 4 4 (3),2.3844,0.607766,2246.8
1095,C 6 4 4 (4),2.38313,0.607301,2246.9
512,R 6 4 4 (1),2.38291,0.42928,2247.6
693,R 6 4 4 (2),2.38127,0.429781,2247.7
874,R 6 4 4 (3),2.3776,0.429093,2247.8
928,R 6 4 4 (4),2.3753,0.429338,2247.9
1063,7 7 4 4 (1),2.36929,0.991804,2254.6
1235,7 7 4 4 (2),2.36733,0.990407,2254.7
81,7 7 4 4 (3),2.36906,0.990437,2254.8
251,7 7 4 4 (4),2.36738,0.992271,2254.9
1010,S 7 4 4 (1),2.36867,0.606641,2255.6
1180,S 7 4 4 (2),2.36782,0.606183,2255.7
31,S 7 4 4 (3),2.36689,0.606197,2255.8
206,S 7 4 4 (4),2.36571,0.605878,2255.9
957,C 7 4 4 (1),2.3634,0.606673,2256.6
1133,C 7 4 4 (2),2.3621,0.605082,2256.7
1311,C 7 4 4 (3),2.36236,0.605754,2256.8
160,C 7 4 4 (4),2.36064,0.604883,2256.9
913,R 7 4 4 (1),2.35951,0.427291,2257.6
1089,R 7 4 4 (2),2.35675,0.428034,2257.7
1267,R 7 4 4 (3),2.35458,0.427913,2257.8
1319,R 7 4 4 (4),2.35126,0.427361,2257.9
76,S S 4 4 (1),2.34834,0.985701,2265.6
248,S S 4 4 (2),2.34662,0.987586,2265.7
424,S S 4 4 (3),2.34725,0.987651,2265.8
601,S S 4 4 (4),2.34805,0.987128,2265.9
26,C S 4 4 (1),2.34528,0.603886,2266.6
202,C S 4 4 (2),2.34587,0.603389,2266.7
376,C S 4 4 (3),2.3443,0.603284,2266.8
545,C S 4 4 (4),2.34286,0.60299,2266.9
1304,R S 4 4 (1),2.34233,0.426301,2267.6
155,R S 4 4 (2),2.33928,0.425568,2267.7
328,R S 4 4 (3),2.33663,0.425117,2267.8
388,R S 4 4 (4),2.33476,0.425834,2267.9
420,C C 4 4 (1),2.33296,0.986113,2276.6
597,C C 4 4 (2),2.32873,0.982683,2276.7
769,C C 4 4 (3),2.33239,0.984232,2276.8
941,C C 4 4 (4),2.33037,0.982872,2276.9
371,R C 4 4 (1),2.33042,0.424901,2277.6
541,R C 4 4 (2),2.32706,0.424993,2277.7
720,R C 4 4 (3),2.32563,0.424594,2277.8
780,R C 4 4 (4),2.32309,0.424708,2277.9
764,R R 4 4 (1),2.31886,0.453855,2287.6
936,R R 4 4 (2),2.31823,0.453307,2287.7
1114,R R 4 4 (3),2.31561,0.453273,2287.8
1173,R R 4 4 (4),2.31557,0.452892,2287.9
140,5 5 5 4 (1),2.09867,1.40535,2332.6
311,5 5 5 4 (2),2.10122,1.40501,2332.7
484,5 5 5 4 (3),2.09694,1.40607,2332.8
668,5 5 5 4 (4),2.10324,1.40688,2332.9
92,6 5 5 4 (1),2.10099,0.572064,2333.6
153,6 5 5 4 (2),2.09918,0.572061,2333.7
438,6 5 5 4 (3),2.09848,0.57129,2333.8
625,6 5 5 4 (4),2.0986,0.571313,2333.9
46,7 5 5 4 (1),2.09689,0.571441,2334.6
217,7 5 5 4 (2),2.09576,0.57058,2334.7
395,7 5 5 4 (3),2.09689,0.570488,2334.8
572,7 5 5 4 (4),2.0928,0.570951,2334.9
0,S 5 5 4 (1),2.0918,0.570037,2335.6
172,S 5 5 4 (2),2.09147,0.570517,2335.7
343,S 5 5 4 (3),2.09163,0.570225,2335.8
514,S 5 5 4 (4),2.08987,0.570215,2335.9
1277,C 5 5 4 (1),2.08866,0.569951,2336.6
121,C 5 5 4 (2),2.088,0.570593,2336.7
293,C 5 5 4 (3),2.08607,0.568983,2336.8
468,C 5 5 4 (4),2.08504,0.570427,2336.9
1229,R 5 5 4 (1),2.08512,0.402619,2337.6
78,R 5 5 4 (2),2.08232,0.402734,2337.7
247,R 5 5 4 (3),2.08064,0.402647,2337.8
304,R 5 5 4 (4),2.07767,0.401686,2337.9
478,6 6 5 4 (1),2.032,0.562527,2343.6
538,6 6 5 4 (2),2.03164,0.562746,2343.7
840,6 6 5 4 (3),2.03006,0.56261,2343.8
1011,6 6 5 4 (4),2.02915,0.562609,2343.9
434,7 6 5 4 (1),2.02299,0.343702,2344.6
613,7 6 5 4 (2),2.01476,0.342731,2344.7
786,7 6 5 4 (3),2.00548,0.342056,2344.8
958,7 6 5 4 (4),1.99637,0.341839,2344.9
391,S 6 5 4 (1),1.98734,0.340992,2345.6
565,S 6 5 4 (2),1.9781,0.339705,2345.7
739,S 6 5 4 (3),1.96865,0.338807,2345.8
915,S 6 5 4 (4),1.95984,0.338011,2345.9
340,C 6 5 4 (1),1.95171,0.337402,2346.6
511,C 6 5 4 (2),1.94192,0.336927,2346.7
691,C 6 5 4 (3),1.93333,0.335679,2346.8
869,C 6 5 4 (4),1.92382,0.335445,2346.9
286,R 6 5 4 (1),1.91545,0.236507,2347.6
465,R 6 5 4 (2),1.89485,0.235702,2347.7
650,R 6 5 4 (3),1.87407,0.234023,2347.8
699,R 6 5 4 (4),1.8525,0.232415,2347.9
836,7 7 5 4 (1),1.80033,0.530724,2354.6
1007,7 7 5 4 (2),1.79915,0.529699,2354.7
1177,7 7 5 4 (3),1.79817,0.529948,2354.8
28,7 7 5 4 (4),1.79949,0.529473,2354.9
781,S 7 5 4 (1),1.79108,0.323531,2355.6
955,S 7 5 4 (2),1.78362,0.322846,2355.7
1129,S 7 5 4 (3),1.7744,0.322256,2355.8
1305,S 7 5 4 (4),1.76554,0.321573,2355.9
733,C 7 5 4 (1),1.75794,0.320378,2356.6
909,C 7 5 4 (2),1.74857,0.319782,2356.7
1084,C 7 5 4 (3),1.74075,0.319232,2356.8
1260,C 7 5 4 (4),1.73156,0.31855,2356.9
684,R 7 5 4 (1),1.72358,0.224654,2357.6
865,R 7 5 4 (2),1.70339,0.223014,2357.7
1040,R 7 5 4 (3),1.68304,0.221986,2357.8
1098,R 7 5 4 (4),1.66438,0.220467,2357.9
1176,S S 5 4 (1),1.62511,0.504016,2365.6
25,S S 5 4 (2),1.62288,0.503983,2365.7
201,S S 5 4 (3),1.62262,0.502936,2365.8
372,S S 5 4 (4),1.62158,0.503276,2365.9
1126,C S 5 4 (1),1.6166,0.307471,2366.6
1303,C S 5 4 (2),1.60927,0.307464,2366.7
151,C S 5 4 (3),1.60067,0.305847,2366.8
322,C S 5 4 (4),1.59318,0.305346,2366.9
1080,R S 5 4 (1),1.58401,0.215309,2367.6
1256,R S 5 4 (2),1.56517,0.214156,2367.7
103,R S 5 4 (3),1.54575,0.212671,2367.8
164,R S 5 4 (4),1.52702,0.211263,2367.9
196,C C 5 4 (1),1.50071,0.484088,2376.6
368,C C 5 4 (2),1.50067,0.484483,2376.7
537,C C 5 4 (3),1.49753,0.483553,2376.8
714,C C 5 4 (4),1.49767,0.484416,2376.9
146,R C 5 4 (1),1.49334,0.209386,2377.6
318,R C 5 4 (2),1.47351,0.207552,2377.7
490,R C 5 4 (3),1.45545,0.206843,2377.8
551,R C 5 4 (4),1.43717,0.205425,2377.9
532,R R 5 4 (1),1.42076,0.218018,2387.6
709,R R 5 4 (2),1.40824,0.217238,2387.7
891,R R 5 4 (3),1.39582,0.216631,2387.8
945,R R 5 4 (4),1.3821,0.215313,2387.9
256,6 6 6 4 (1),1.21441,1.0716,2443.6
315,6 6 6 4 (2),1.21678,1.07619,2443.7
611,6 6 6 4 (3),1.21655,1.07514,2443.8
782,6 6 6 4 (4),1.21369,1.07155,2443.9
213,7 6 6 4 (1),1.21441,0.436565,2444.6
385,7 6 6 4 (2),1.21428,0.436332,2444.7
559,7 6 6 4 (3),1.21267,0.435809,2444.8
736,7 6 6 4 (4),1.21232,0.436427,2444.9
168,S 6 6 4 (1),1.21176,0.436616,2445.6
337,S 6 6 4 (2),1.21091,0.435385,2445.7
508,S 6 6 4 (3),1.20949,0.435711,2445.8
686,S 6 6 4 (4),1.20938,0.435239,2445.9
116,C 6 6 4 (1),1.20798,0.435729,2446.6
285,C 6 6 4 (2),1.20798,0.435462,2446.7
462,C 6 6 4 (3),1.20686,0.435631,2446.8
645,C 6 6 4 (4),1.2065,0.43492,2446.9
67,R 6 6 4 (1),1.2059,0.307505,2447.6
242,R 6 6 4 (2),1.20357,0.307224,2447.7
418,R 6 6 4 (3),1.2019,0.30722,2447.8
472,R 6 6 4 (4),1.20028,0.306964,2447.9
607,7 7 6 4 (1),1.17399,0.42887,2454.6
778,7 7 6 4 (2),1.17276,0.429144,2454.7
952,7 7 6 4 (3),1.17236,0.429458,2454.8
1127,7 7 6 4 (4),1.17171,0.429129,2454.9
555,S 7 6 4 (1),1.16811,0.262488,2455.6
731,S 7 6 4 (2),1.16042,0.261092,2455.7
906,S 7 6 4 (3),1.15425,0.2605,2455.8
1081,S 7 6 4 (4),1.14786,0.25958,2455.9
504,C 7 6 4 (1),1.14088,0.258996,2456.6
683,C 7 6 4 (2),1.13408,0.258608,2456.7
863,C 7 6 4 (3),1.12806,0.257593,2456.8
1035,C 7 6 4 (4),1.12084,0.256933,2456.9
458,R 7 6 4 (1),1.11426,0.180965,2457.6
643,R 7 6 4 (2),1.09941,0.179813,2457.7
819,R 7 6 4 (3),1.08417,0.178383,2457.8
877,R 7 6 4 (4),1.06926,0.177107,2457.9
946,S S 6 4 (1),1.03976,0.404209,2465.6
1123,S S 6 4 (2),1.03932,0.403593,2465.7
1300,S S 6 4 (3),1.03886,0.403492,2465.8
147,S S 6 4 (4),1.0378,0.403802,2465.9
901,C S 6 4 (1),1.03289,0.246721,2466.6
1078,C S 6 4 (2),1.02681,0.246058,2466.7
1251,C S 6 4 (3),1.02074,0.245228,2466.8
96,C S 6 4 (4),1.01454,0.244525,2466.9
857,R S 6 4 (1),1.00844,0.172317,2467.6
1030,R S 6 4 (2),0.993742,0.171016,2467.7
1200,R S 6 4 (3),0.979177,0.170119,2467.8
1263,R S 6 4 (4),0.965068,0.168517,2467.9
1296,C C 6 4 (1),0.945233,0.385832,2476.6
142,C C 6 4 (2),0.944405,0.385408,2476.7
313,C C 6 4 (3),0.943265,0.385185,2476.8
486,C C 6 4 (4),0.942269,0.385216,2476.9
1248,R C 6 4 (1),0.93868,0.16652,2477.6
94,R C 6 4 (2),0.92412,0.165033,2477.7
268,R C 6 4 (3),0.910674,0.163618,2477.8
329,R C 6 4 (4),0.8967,0.162959,2477.9
307,R R 6 4 (1),0.88486,0.17262,2487.6
480,R R 6 4 (2),0.874902,0.171643,2487.7
664,R R 6 4 (3),0.865142,0.170688,2487.8
719,R R 6 4 (4),0.855122,0.169904,2487.9
380,7 7 7 4 (1),0.77189,0.859038,2554.6
558,7 7 7 4 (2),0.770983,0.857418,2554.7
727,7 7 7 4 (3),0.771684,0.859094,2554.8
904,7 7 7 4 (4),0.77225,0.857699,2554.9
330,S 7 7 4 (1),0.771256,0.348541,2555.6
501,S 7 7 4 (2),0.770756,0.348256,2555.7
680,S 7 7 4 (3),0.770183,0.347899,2555.8
859,S 7 7 4 (4),0.770168,0.348495,2555.9
278,C 7 7 4 (1),0.768637,0.347889,2556.6
456,C 7 7 4 (2),0.768979,0.347859,2556.7
638,C 7 7 4 (3),0.767933,0.348441,2556.8
815,C 7 7 4 (4),0.76755,0.348101,2556.9
234,R 7 7 4 (1),0.767435,0.245966,2557.6
412,R 7 7 4 (2),0.764888,0.245145,2557.7
592,R 7 7 4 (3),0.764186,0.245122,2557.8
649,R 7 7 4 (4),0.762561,0.244838,2557.9
723,S S 7 4 (1),0.74705,0.342787,2565.6
899,S S 7 4 (2),0.745718,0.342395,2565.7
1077,S S 7 4 (3),0.745689,0.342411,2565.8
1250,S S 7 4 (4),0.74511,0.342375,2565.9
677,C S 7 4 (1),0.741421,0.209469,2566.6
855,C S 7 4 (2),0.735942,0.208738,2566.7
1028,C S 7 4 (3),0.730976,0.207866,2566.8
1196,C S 7 4 (4),0.725944,0.207495,2566.9
634,R S 7 4 (1),0.72071,0.14587,2567.6
809,R S 7 4 (2),0.708349,0.144562,2567.7
981,R S 7 4 (3),0.696676,0.143418,2567.8
1041,R S 7 4 (4),0.684282,0.14221,2567.9
1075,C C 7 4 (1),0.667266,0.32442,2576.6
1245,C C 7 4 (2),0.667754,0.324483,2576.7
90,C C 7 4 (3),0.666698,0.324266,2576.8
262,C C 7 4 (4),0.666887,0.3243,2576.9
1022,R C 7 4 (1),0.662565,0.140049,2577.6
1191,R C 7 4 (2),0.651201,0.138694,2577.7
42,R C 7 4 (3),0.639673,0.137691,2577.8
104,R C 7 4 (4),0.628354,0.136377,2577.9
86,R R 7 4 (1),0.618166,0.144506,2587.6
258,R R 7 4 (2),0.610661,0.143646,2587.7
433,R R 7 4 (3),0.602423,0.142699,2587.8
492,R R 7 4 (4),0.5942,0.141752,2587.9
497,S S S 4 (1),0.553455,0.727388,2665.6
673,S S S 4 (2),0.55232,0.726218,2665.7
852,S S S 4 (3),0.554296,0.726634,2665.8
1024,S S S 4 (4),0.553865,0.72829,2665.9
448,C S S 4 (1),0.55401,0.296038,2666.6
631,C S S 4 (2),0.553266,0.295905,2666.7
811,C S S 4 (3),0.553444,0.295675,2666.8
976,C S S 4 (4),0.55213,0.295492,2666.9
403,R S S 4 (1),0.551361,0.208528,2667.6
582,R S S 4 (2),0.55075,0.208549,2667.7
756,R S S 4 (3),0.549426,0.208625,2667.8
821,R S S 4 (4),0.548623,0.207891,2667.9
848,C C S 4 (1),0.538637,0.291841,2676.6
1019,C C S 4 (2),0.537724,0.291306,2676.7
1189,C C S 4 (3),0.537765,0.291676,2676.8
39,C C S 4 (4),0.536654,0.291528,2676.9
798,R C S 4 (1),0.533607,0.12567,2677.6
970,R C S 4 (2),0.523447,0.124322,2677.7
1144,R C S 4 (3),0.512835,0.123313,2677.8
1201,R C S 4 (4),0.50233,0.121902,2677.9
1183,R R S 4 (1),0.493295,0.129318,2687.6
35,R R S 4 (2),0.486297,0.128176,2687.7
211,R R S 4 (3),0.478873,0.127314,2687.8
267,R R S 4 (4),0.471868,0.126457,2687.9
619,C C C 4 (1),0.454452,0.659977,2776.6
793,C C C 4 (2),0.455723,0.659962,2776.7
971,C C C 4 (3),0.455444,0.6603,2776.8
1140,C C C 4 (4),0.454742,0.658616,2776.9
571,R C C 4 (1),0.454968,0.18988,2777.6
745,R C C 4 (2),0.453613,0.189443,2777.7
921,R C C 4 (3),0.452294,0.189262,2777.8
982,R C C 4 (4),0.450917,0.189044,2777.9
959,R R C 4 (1),0.445606,0.122995,2787.6
1134,R R C 4 (2),0.439009,0.121972,2787.7
1312,R R C 4 (3),0.431774,0.120881,2787.8
45,R R C 4 (4),0.424929,0.1199,2787.9
735,R R R 4 (1),0.420043,0.168728,2887.6
910,R R R 4 (2),0.418898,0.168813,2887.7
1086,R R R 4 (3),0.417292,0.168203,2887.8
1146,R R R 4 (4),0.415339,0.167616,2887.9
1053,5 5 5 5 (1),0.212839,1.97352,3332.6
1225,5 5 5 5 (2),0.216772,2.01395,3332.7
70,5 5 5 5 (3),0.219159,2.03218,3332.8
244,5 5 5 5 (4),0.216952,2.01718,3332.9
1002,6 5 5 5 (1),0.216776,0.456316,3333.6
1064,6 5 5 5 (2),0.216005,0.455787,3333.7
23,6 5 5 5 (3),0.215901,0.454594,3333.8
200,6 5 5 5 (4),0.215074,0.454578,3333.9
950,7 5 5 5 (1),0.215536,0.454079,3334.6
1125,7 5 5 5 (2),0.215859,0.455771,3334.7
1302,7 5 5 5 (3),0.217246,0.457267,3334.8
150,7 5 5 5 (4),0.215657,0.454941,3334.9
902,S 5 5 5 (1),0.215627,0.454258,3335.6
1079,S 5 5 5 (2),0.215069,0.45371,3335.7
1252,S 5 5 5 (3),0.215955,0.455223,3335.8
100,S 5 5 5 (4),0.216453,0.455477,3335.9
858,C 5 5 5 (1),0.215827,0.454889,3336.6
1031,C 5 5 5 (2),0.215522,0.454723,3336.7
1204,C 5 5 5 (3),0.215601,0.455167,3336.8
52,C 5 5 5 (4),0.216324,0.456185,3336.9
814,R 5 5 5 (1),0.215621,0.320752,3337.6
985,R 5 5 5 (2),0.216474,0.321399,3337.7
1155,R 5 5 5 (3),0.215775,0.320544,3337.8
1217,R 5 5 5 (4),0.215665,0.320773,3337.9
64,6 6 5 5 (1),0.216727,0.302971,3343.6
123,6 6 5 5 (2),0.21584,0.302792,3343.7
416,6 6 5 5 (3),0.215326,0.302195,3343.8
594,6 6 5 5 (4),0.215915,0.302735,3343.9
21,7 6 5 5 (1),0.215997,0.184674,3344.6
195,7 6 5 5 (2),0.216107,0.185072,3344.7
364,7 6 5 5 (3),0.215438,0.185032,3344.8
534,7 6 5 5 (4),0.215129,0.18475,3344.9
1299,S 6 5 5 (1),0.214758,0.184518,3345.6
143,S 6 5 5 (2),0.21511,0.184733,3345.7
316,S 6 5 5 (3),0.214498,0.184436,3345.8
487,S 6 5 5 (4),0.214515,0.184375,3345.9
1249,C 6 5 5 (1),0.214531,0.184239,3346.6
95,C 6 5 5 (2),0.213858,0.184266,3346.7
269,C 6 5 5 (3),0.214316,0.184432,3346.8
442,C 6 5 5 (4),0.213836,0.184225,3346.9
1194,R 6 5 5 (1),0.213589,0.13004,3347.6
48,R 6 5 5 (2),0.213149,0.129847,3347.7
221,R 6 5 5 (3),0.212709,0.129716,3347.8
276,R 6 5 5 (4),0.212419,0.129733,3347.9
414,7 7 5 5 (1),0.211192,0.299138,3354.6
591,7 7 5 5 (2),0.210743,0.298821,3354.7
762,7 7 5 5 (3),0.211129,0.299305,3354.8
932,7 7 5 5 (4),0.210642,0.29892,3354.9
361,S 7 5 5 (1),0.211321,0.183052,3355.6
530,S 7 5 5 (2),0.211287,0.182953,3355.7
707,S 7 5 5 (3),0.210684,0.183044,3355.8
888,S 7 5 5 (4),0.210681,0.183039,3355.9
308,C 7 5 5 (1),0.210649,0.182524,3356.6
482,C 7 5 5 (2),0.210408,0.182829,3356.7
666,C 7 5 5 (3),0.209984,0.1824,3356.8
843,C 7 5 5 (4),0.209448,0.182037,3356.9
261,R 7 5 5 (1),0.209723,0.128856,3357.6
437,R 7 5 5 (2),0.208937,0.128461,3357.7
616,R 7 5 5 (3),0.208705,0.128698,3357.8
676,R 7 5 5 (4),0.208741,0.128434,3357.9
760,S S 5 5 (1),0.207413,0.296316,3365.6
930,S S 5 5 (2),0.208103,0.296946,3365.7
1106,S S 5 5 (3),0.207989,0.296897,3365.8
1282,S S 5 5 (4),0.206812,0.296294,3365.9
703,C S 5 5 (1),0.207254,0.181476,3366.6
886,C S 5 5 (2),0.207057,0.181161,3366.7
1062,C S 5 5 (3),0.20701,0.181429,3366.8
1236,C S 5 5 (4),0.206556,0.180739,3366.9
660,R S 5 5 (1),0.206553,0.128029,3367.6
839,R S 5 5 (2),0.206178,0.127671,3367.7
1009,R S 5 5 (3),0.205966,0.127813,3367.8
1072,R S 5 5 (4),0.205466,0.12784,3367.9
1102,C C 5 5 (1),0.204381,0.294427,3376.6
1279,C C 5 5 (2),0.205075,0.295353,3376.7
122,C C 5 5 (3),0.205052,0.294839,3376.8
298,C C 5 5 (4),0.204527,0.295146,3376.9
1057,R C 5 5 (1),0.2048,0.127365,3377.6
1231,R C 5 5 (2),0.203893,0.127016,3377.7
75,R C 5 5 (3),0.203738,0.127131,3377.8
135,R C 5 5 (4),0.203239,0.126892,3377.9
118,R R 5 5 (1),0.203008,0.135577,3387.6
287,R R 5 5 (2),0.202821,0.135626,3387.7
466,R R 5 5 (3),0.202179,0.135311,3387.8
523,R R 5 5 (4),0.201905,0.135066,3387.9
1165,6 6 6 5 (1),0.176114,0.411271,3443.6
1228,6 6 6 5 (2),0.177015,0.412151,3443.7
189,6 6 6 5 (3),0.175816,0.410525,3443.8
362,6 6 6 5 (4),0.176336,0.411357,3443.9
1117,7 6 6 5 (1),0.176419,0.167179,3444.6
1294,7 6 6 5 (2),0.176458,0.167185,3444.7
139,7 6 6 5 (3),0.175929,0.166881,3444.8
310,7 6 6 5 (4),0.175975,0.167369,3444.9
1074,S 6 6 5 (1),0.175927,0.167137,3445.6
1246,S 6 6 5 (2),0.175258,0.16657,3445.7
91,S 6 6 5 (3),0.174831,0.166662,3445.8
263,S 6 6 5 (4),0.174981,0.166663,3445.9
1023,C 6 6 5 (1),0.174897,0.166497,3446.6
1192,C 6 6 5 (2),0.174782,0.1666,3446.7
43,C 6 6 5 (3),0.174486,0.166137,3446.8
218,C 6 6 5 (4),0.174533,0.166241,3446.9
974,R 6 6 5 (1),0.174075,0.117344,3447.6
1147,R 6 6 5 (2),0.174,0.117438,3447.7
1,R 6 6 5 (3),0.173752,0.117286,3447.8
56,R 6 6 5 (4),0.173001,0.117071,3447.9
184,7 7 6 5 (1),0.166244,0.162364,3454.6
357,7 7 6 5 (2),0.166601,0.162371,3454.7
527,7 7 6 5 (3),0.166459,0.162709,3454.8
704,7 7 6 5 (4),0.166404,0.162575,3454.9
136,S 7 6 5 (1),0.165208,0.0989749,3455.6
306,S 7 6 5 (2),0.163891,0.0985513,3455.7
477,S 7 6 5 (3),0.16235,0.098253,3455.8
661,S 7 6 5 (4),0.160966,0.0977324,3455.9
87,C 7 6 5 (1),0.159406,0.0972798,3456.6
259,C 7 6 5 (2),0.157676,0.0968411,3456.7
435,C 7 6 5 (3),0.156328,0.0964899,3456.8
614,C 7 6 5 (4),0.154957,0.0961038,3456.9
38,R 7 6 5 (1),0.153315,0.0675556,3457.6
215,R 7 6 5 (2),0.149951,0.0666659,3457.7
390,R 7 6 5 (3),0.146424,0.0659844,3457.8
445,R 7 6 5 (4),0.143243,0.0652437,3457.9
526,S S 6 5 (1),0.136499,0.146964,3465.6
701,S S 6 5 (2),0.136374,0.147102,3465.7
884,S S 6 5 (3),0.135991,0.147159,3465.8
1059,S S 6 5 (4),0.136163,0.146961,3465.9
475,C S 6 5 (1),0.135305,0.0897214,3466.6
659,C S 6 5 (2),0.13372,0.0892132,3466.7
837,C S 6 5 (3),0.132544,0.0887236,3466.8
1006,C S 6 5 (4),0.13119,0.0883344,3466.9
429,R S 6 5 (1),0.129695,0.0621515,3467.6
610,R S 6 5 (2),0.126546,0.0612917,3467.7
784,R S 6 5 (3),0.123475,0.0605959,3467.8
846,R S 6 5 (4),0.120363,0.0598682,3467.9
881,C C 6 5 (1),0.116022,0.135644,3476.6
1056,C C 6 5 (2),0.116019,0.135794,3476.7
1227,C C 6 5 (3),0.115984,0.135924,3476.8
74,C C 6 5 (4),0.115779,0.135613,3476.9
833,R C 6 5 (1),0.114927,0.0584609,3477.6
1004,R C 6 5 (2),0.111757,0.0576586,3477.7
1174,R C 6 5 (3),0.108898,0.0568958,3477.8
1239,R C 6 5 (4),0.105969,0.0561339,3477.9
1221,R R 6 5 (1),0.103496,0.0593076,3487.6
68,R R 6 5 (2),0.101625,0.0587197,3487.7
243,R R 6 5 (3),0.0995514,0.0580966,3487.8
297,R R 6 5 (4),0.0975515,0.0575902,3487.9
1287,7 7 7 5 (1),0.0810644,0.278708,3554.6
133,7 7 7 5 (2),0.0816387,0.280191,3554.7
303,7 7 7 5 (3),0.0819672,0.280581,3554.8
476,7 7 7 5 (4),0.0822361,0.281432,3554.9
1242,S 7 7 5 (1),0.081128,0.113616,3555.6
84,S 7 7 5 (2),0.0809385,0.11312,3555.7
254,S 7 7 5 (3),0.0811592,0.113608,3555.8
430,S 7 7 5 (4),0.0811214,0.113437,3555.9
1185,C 7 7 5 (1),0.0811405,0.113347,3556.6
36,C 7 7 5 (2),0.0806574,0.113125,3556.7
212,C 7 7 5 (3),0.0805681,0.11301,3556.8
386,C 7 7 5 (4),0.0802013,0.112784,3556.9
1139,R 7 7 5 (1),0.0802891,0.0799383,3557.6
1317,R 7 7 5 (2),0.0802137,0.0798392,3557.7
166,R 7 7 5 (3),0.0799209,0.0795859,3557.8
222,R 7 7 5 (4),0.0798477,0.0795726,3557.9
299,S S 7 5 (1),0.0768419,0.110332,3565.6
473,S S 7 5 (2),0.0765135,0.110356,3565.7
656,S S 7 5 (3),0.0765501,0.110138,3565.8
834,S S 7 5 (4),0.0762409,0.10995,3565.9
252,C S 7 5 (1),0.0757105,0.0670061,3566.6
427,C S 7 5 (2),0.0748314,0.0667512,3566.7
606,C S 7 5 (3),0.0738771,0.0662218,3566.8
777,C S 7 5 (4),0.0727078,0.0656477,3566.9
207,R S 7 5 (1),0.0718829,0.0462749,3567.6
383,R S 7 5 (2),0.0698542,0.0455593,3567.7
553,R S 7 5 (3),0.0676488,0.0449055,3567.8
618,R S 7 5 (4),0.0655452,0.0441566,3567.9
652,C C 7 5 (1),0.062622,0.0996602,3576.6
830,C C 7 5 (2),0.0622586,0.0995083,3576.7
1000,C C 7 5 (3),0.0625017,0.0996543,3576.8
1171,C C 7 5 (4),0.0626142,0.0996655,3576.9
602,R C 7 5 (1),0.0617577,0.0428613,3577.6
774,R C 7 5 (2),0.0597072,0.0421022,3577.7
947,R C 7 5 (3),0.0576632,0.0413837,3577.8
1012,R C 7 5 (4),0.0558165,0.0407382,3577.9
996,R R 7 5 (1),0.0540573,0.042858,3587.6
1166,R R 7 5 (2),0.0527831,0.0423388,3587.7
19,R R 7 5 (3),0.0514424,0.0418356,3587.8
77,R R 7 5 (4),0.0500645,0.0412124,3587.9
80,S S S 5 (1),0.0435879,0.204961,3665.6
250,S S S 5 (2),0.0436991,0.204957,3665.7
425,S S S 5 (3),0.0431452,0.203475,3665.8
604,S S S 5 (4),0.0436252,0.204592,3665.9
29,C S S 5 (1),0.0435887,0.0832393,3666.6
205,C S S 5 (2),0.0436769,0.0834041,3666.7
378,C S S 5 (3),0.043507,0.0833345,3666.8
548,C S S 5 (4),0.043474,0.0831195,3666.9
1306,R S S 5 (1),0.0433892,0.0587262,3667.6
158,R S S 5 (2),0.043169,0.0585897,3667.7
332,R S S 5 (3),0.0430966,0.0585464,3667.8
392,R S S 5 (4),0.0427671,0.0582631,3667.9
422,C C S 5 (1),0.0412649,0.081002,3676.6
599,C C S 5 (2),0.0411808,0.080986,3676.7
771,C C S 5 (3),0.0410652,0.0808193,3676.8
943,C C S 5 (4),0.0410725,0.0808394,3676.9
373,R C S 5 (1),0.040598,0.0347618,3677.6
543,R C S 5 (2),0.0389112,0.0339838,3677.7
721,R C S 5 (3),0.0373761,0.0333611,3677.8
783,R C S 5 (4),0.0358802,0.0327437,3677.9
766,R R S 5 (1),0.034451,0.0342259,3687.6
938,R R S 5 (2),0.0335311,0.0337365,3687.7
1116,R R S 5 (3),0.0323389,0.0331484,3687.8
1175,R R S 5 (4),0.0313348,0.0325806,3687.9
198,C C C 5 (1),0.0287806,0.166299,3776.6
369,C C C 5 (2),0.0291969,0.167696,3776.7
539,C C C 5 (3),0.0286109,0.16595,3776.8
716,C C C 5 (4),0.0286346,0.165782,3776.9
148,R C C 5 (1),0.0288176,0.0478268,3777.6
