,Mano,Grande,Stddev_grande,Grande_value
1151,C C S A (1),2.4116,0.610441,7761.4
1110,C C S A (2),2.41017,0.611407,7761.3
913,C C S A (3),2.40674,0.609584,7761.2
69,C C S A (4),2.40472,0.610555,7761.1
544,C C 7 7 (1),2.40219,1.40959,7755.4
307,C C 7 7 (2),2.39596,1.4114,7755.3
893,C C 7 7 (3),2.39223,1.41165,7755.2
363,C C 7 7 (4),2.39391,1.41319,7755.1
97,C C 7 6 (1),2.3933,0.861904,7754.4
579,C C 7 6 (2),2.39659,0.862267,7754.3
416,C C 7 6 (3),2.39265,0.861675,7754.2
803,C C 7 6 (4),2.39546,0.862837,7754.1
616,C C 7 5 (1),2.39335,0.862674,7753.4
462,C C 7 5 (2),2.3893,0.862194,7753.3
315,C C 7 5 (3),2.38869,0.861243,7753.2
496,C C 7 5 (4),2.3893,0.862572,7753.1
888,C C 7 4 (1),2.39122,0.861702,7752.4
590,C C 7 4 (2),2.38616,0.861105,7752.3
412,C C 7 4 (3),2.38508,0.859538,7752.2
505,C C 7 4 (4),2.38391,0.859705,7752.1
86,C C 7 A (1),2.38361,0.607415,7751.4
875,C C 7 A (2),2.3805,0.607552,7751.3
873,C C 7 A (3),2.37906,0.607602,7751.2
401,C C 7 A (4),2.37526,0.606827,7751.1
779,C C 6 6 (1),2.37031,1.40406,7744.4
668,C C 6 6 (2),2.36662,1.40081,7744.3
353,C C 6 6 (3),2.36717,1.40192,7744.2
765,C C 6 6 (4),2.37034,1.40393,7744.1
1090,C C 6 5 (1),2.36929,0.859254,7743.4
924,C C 6 5 (2),2.36686,0.85787,7743.3
1103,C C 6 5 (3),2.36481,0.858536,7743.2
1057,C C 6 5 (4),2.36439,0.856947,7743.1
1306,C C 6 4 (1),2.36089,0.85693,7742.4
947,C C 6 4 (2),2.36437,0.858149,7742.3
1014,C C 6 4 (3),2.35964,0.857263,7742.2
629,C C 6 4 (4),2.36011,0.857877,7742.1
121,C C 6 A (1),2.35926,0.605911,7741.4
710,C C 6 A (2),2.35934,0.604462,7741.3
101,C C 6 A (3),2.35787,0.604967,7741.2
853,C C 6 A (4),2.35271,0.604593,7741.1
79,C C 5 5 (1),2.34543,1.3981,7733.4
1191,C C 5 5 (2),2.34927,1.39744,7733.3
684,C C 5 5 (3),2.34725,1.39809,7733.2
686,C C 5 5 (4),2.34457,1.39617,7733.1
812,C C 5 4 (1),2.34552,0.85463,7732.4
944,C C 5 4 (2),2.342,0.854367,7732.3
1256,C C 5 4 (3),2.34381,0.852935,7732.2
1318,C C 5 4 (4),2.34121,0.853652,7732.1
611,C C 5 A (1),2.3411,0.604037,7731.4
118,C C 5 A (2),2.3396,0.602121,7731.3
651,C C 5 A (3),2.33782,0.602028,7731.2
111,C C 5 A (4),2.33358,0.602221,7731.1
200,C C 4 4 (1),2.33164,1.39529,7722.4
188,C C 4 4 (2),2.33196,1.39207,7722.3
738,C C 4 4 (3),2.33124,1.39361,7722.2
1136,C C 4 4 (4),2.33216,1.39377,7722.1
165,C C 4 A (1),2.33023,0.600154,7721.4
137,C C 4 A (2),2.32696,0.601515,7721.3
8,C C 4 A (3),2.32792,0.601216,7721.2
66,C C 4 A (4),2.32276,0.599188,7721.1
92,C C A A (1),2.32103,0.642055,7711.4
177,C C A A (2),2.31867,0.640812,7711.3
114,C C A A (3),2.31668,0.641061,7711.2
25,C C A A (4),2.31606,0.641984,7711.1
642,C S S S (1),2.09697,1.99402,7666.4
769,C S S S (2),2.1061,2.00022,7666.3
265,C S S S (3),2.1041,2.00068,7666.2
665,C S S S (4),2.10184,2.00148,7666.1
208,C S S 7 (1),2.09827,0.809129,7665.4
446,C S S 7 (2),2.09951,0.808612,7665.3
920,C S S 7 (3),2.10037,0.808355,7665.2
300,C S S 7 (4),2.09699,0.809643,7665.1
406,C S S 6 (1),2.09586,0.807108,7664.4
254,C S S 6 (2),2.09519,0.808579,7664.3
589,C S S 6 (3),2.09919,0.806753,7664.2
283,C S S 6 (4),2.09245,0.805953,7664.1
171,C S S 5 (1),2.09427,0.808911,7663.4
233,C S S 5 (2),2.09321,0.808709,7663.3
541,C S S 5 (3),2.0921,0.80771,7663.2
439,C S S 5 (4),2.0921,0.808494,7663.1
1251,C S S 4 (1),2.08678,0.808232,7662.4
749,C S S 4 (2),2.0894,0.807357,7662.3
657,C S S 4 (3),2.08491,0.803455,7662.2
868,C S S 4 (4),2.08662,0.806369,7662.1
377,C S S A (1),2.08184,0.57002,7661.4
291,C S S A (2),2.08221,0.569333,7661.3
634,C S S A (3),2.07983,0.569232,7661.2
956,C S S A (4),2.07726,0.568757,7661.1
576,C S 7 7 (1),2.03147,0.79432,7655.4
319,C S 7 7 (2),2.02993,0.796006,7655.3
483,C S 7 7 (3),2.02902,0.793872,7655.2
987,C S 7 7 (4),2.0288,0.795418,7655.1
396,C S 7 6 (1),2.02399,0.486791,7654.4
569,C S 7 6 (2),2.01382,0.483316,7654.3
509,C S 7 6 (3),2.00547,0.484503,7654.2
1166,C S 7 6 (4),1.9972,0.482993,7654.1
236,C S 7 5 (1),1.98554,0.481513,7653.4
721,C S 7 5 (2),1.97821,0.481173,7653.3
477,C S 7 5 (3),1.97084,0.480418,7653.2
733,C S 7 5 (4),1.96027,0.47829,7653.1
966,C S 7 4 (1),1.95146,0.477468,7652.4
257,C S 7 4 (2),1.9422,0.476995,7652.3
549,C S 7 4 (3),1.93328,0.475953,7652.2
817,C S 7 4 (4),1.92286,0.474822,7652.1
1066,C S 7 A (1),1.91482,0.334778,7651.4
557,C S 7 A (2),1.89294,0.332229,7651.3
215,C S 7 A (3),1.87283,0.330372,7651.2
939,C S 7 A (4),1.85237,0.328533,7651.1
309,C S 6 6 (1),1.79734,0.749843,7644.4
894,C S 6 6 (2),1.7988,0.749965,7644.3
367,C S 6 6 (3),1.79779,0.748674,7644.2
595,C S 6 6 (4),1.79803,0.749297,7644.1
1032,C S 6 5 (1),1.79052,0.458347,7643.4
420,C S 6 5 (2),1.78326,0.455962,7643.3
808,C S 6 5 (3),1.77462,0.455261,7643.2
1050,C S 6 5 (4),1.76611,0.454784,7643.1
17,C S 6 4 (1),1.75769,0.454462,7642.4
317,C S 6 4 (2),1.74841,0.453504,7642.3
490,C S 6 4 (3),1.74029,0.450863,7642.2
843,C S 6 4 (4),1.73196,0.451422,7642.1
593,C S 6 A (1),1.72301,0.31746,7641.4
413,C S 6 A (2),1.70198,0.315543,7641.3
503,C S 6 A (3),1.68198,0.313967,7641.2
698,C S 6 A (4),1.66425,0.312415,7641.1
667,C S 5 5 (1),1.62832,0.712148,7633.4
350,C S 5 5 (2),1.62185,0.713727,7633.3
39,C S 5 5 (3),1.62348,0.714196,7633.2
1217,C S 5 5 (4),1.62207,0.711618,7633.1
95,C S 5 4 (1),1.61594,0.434689,7632.4
1142,C S 5 4 (2),1.60915,0.4347,7632.3
182,C S 5 4 (3),1.60053,0.433879,7632.2
1230,C S 5 4 (4),1.5918,0.431939,7632.1
949,C S 5 A (1),1.58324,0.30472,7631.4
1009,C S 5 A (2),1.56478,0.302131,7631.3
625,C S 5 A (3),1.54664,0.300717,7631.2
1150,C S 5 A (4),1.52667,0.299152,7631.1
1189,C S 4 4 (1),1.49823,0.685576,7622.4
278,C S 4 4 (2),1.49965,0.685569,7622.3
693,C S 4 4 (3),1.50019,0.685925,7622.2
677,C S 4 4 (4),1.49749,0.684511,7622.1
946,C S 4 A (1),1.49287,0.295185,7621.4
1253,C S 4 A (2),1.47346,0.293677,7621.3
1314,C S 4 A (3),1.45509,0.291824,7621.2
1271,C S 4 A (4),1.43645,0.289888,7621.1
185,C S A A (1),1.42172,0.308936,7611.4
781,C S A A (2),1.40888,0.307735,7611.3
1134,C S A A (3),1.39529,0.305787,7611.2
1123,C S A A (4),1.38233,0.30466,7611.1
768,C 7 7 7 (1),1.21577,1.52574,7555.4
266,C 7 7 7 (2),1.20903,1.52234,7555.3
664,C 7 7 7 (3),1.21493,1.52306,7555.2
532,C 7 7 7 (4),1.21144,1.52568,7555.1
941,C 7 7 6 (1),1.21254,0.617687,7554.4
921,C 7 7 6 (2),1.21378,0.617534,7554.3
27,C 7 7 6 (3),1.21406,0.618023,7554.2
1286,C 7 7 6 (4),1.21108,0.61688,7554.1
245,C 7 7 5 (1),1.21305,0.616973,7553.4
584,C 7 7 5 (2),1.20984,0.617165,7553.3
281,C 7 7 5 (3),1.20931,0.616491,7553.2
831,C 7 7 5 (4),1.21152,0.618152,7553.1
231,C 7 7 4 (1),1.20817,0.616733,7552.4
538,C 7 7 4 (2),1.20753,0.615787,7552.3
435,C 7 7 4 (3),1.20648,0.616708,7552.2
327,C 7 7 4 (4),1.20918,0.615899,7552.1
747,C 7 7 A (1),1.20498,0.435196,7551.4
658,C 7 7 A (2),1.20409,0.434447,7551.3
866,C 7 7 A (3),1.20144,0.434613,7551.2
837,C 7 7 A (4),1.20123,0.43418,7551.1
322,C 7 6 6 (1),1.17176,0.607754,7544.4
485,C 7 6 6 (2),1.17279,0.606908,7544.3
986,C 7 6 6 (3),1.17209,0.606903,7544.2
461,C 7 6 6 (4),1.17149,0.607157,7544.1
1016,C 7 6 5 (1),1.1666,0.371494,7543.4
506,C 7 6 5 (2),1.16061,0.370585,7543.3
1164,C 7 6 5 (3),1.15359,0.368143,7543.2
218,C 7 6 5 (4),1.14715,0.367364,7543.1
1280,C 7 6 4 (1),1.14074,0.3672,7542.4
476,C 7 6 4 (2),1.13273,0.365394,7542.3
735,C 7 6 4 (3),1.1277,0.364397,7542.2
454,C 7 6 4 (4),1.12019,0.362644,7542.1
259,C 7 6 A (1),1.11474,0.256494,7541.4
547,C 7 6 A (2),1.09914,0.254813,7541.3
816,C 7 6 A (3),1.08449,0.253243,7541.2
1075,C 7 6 A (4),1.06989,0.25123,7541.1
892,C 7 5 5 (1),1.03769,0.57049,7533.4
364,C 7 5 5 (2),1.03765,0.572021,7533.3
602,C 7 5 5 (3),1.03893,0.572463,7533.2
390,C 7 5 5 (4),1.03616,0.570563,7533.1
64,C 7 5 4 (1),1.03384,0.349673,7532.4
811,C 7 5 4 (2),1.02796,0.348574,7532.3
1052,C 7 5 4 (3),1.0211,0.346539,7532.2
1106,C 7 5 4 (4),1.01413,0.345549,7532.1
311,C 7 5 A (1),1.00841,0.243187,7531.4
497,C 7 5 A (2),0.99354,0.241637,7531.3
846,C 7 5 A (3),0.97929,0.240133,7531.2
1156,C 7 5 A (4),0.965088,0.238482,7531.1
351,C 7 4 4 (1),0.945341,0.54562,7522.4
763,C 7 4 4 (2),0.944061,0.544127,7522.3
1215,C 7 4 4 (3),0.943459,0.547269,7522.2
344,C 7 4 4 (4),0.944284,0.544594,7522.1
1099,C 7 4 A (1),0.938419,0.234999,7521.4
1054,C 7 4 A (2),0.924421,0.233648,7521.3
1228,C 7 4 A (3),0.910351,0.231408,7521.2
169,C 7 4 A (4),0.895767,0.229531,7521.1
276,C 7 A A (1),0.884825,0.244285,7511.4
222,C 7 A A (2),0.875347,0.242731,7511.3
675,C 7 A A (3),0.865092,0.242082,7511.2
999,C 7 A A (4),0.855059,0.239969,7511.1
261,C 6 6 6 (1),0.773294,1.22303,7444.4
159,C 6 6 6 (2),0.774499,1.22116,7444.3
530,C 6 6 6 (3),0.773425,1.21951,7444.2
272,C 6 6 6 (4),0.773955,1.22154,7444.1
1261,C 6 6 5 (1),0.771897,0.494282,7443.4
297,C 6 6 5 (2),0.771504,0.493148,7443.3
522,C 6 6 5 (3),0.771134,0.49313,7443.2
210,C 6 6 5 (4),0.770752,0.493704,7443.1
145,C 6 6 4 (1),0.768758,0.492817,7442.4
279,C 6 6 4 (2),0.769393,0.493208,7442.3
834,C 6 6 4 (3),0.768613,0.493353,7442.2
714,C 6 6 4 (4),0.76755,0.492073,7442.1
536,C 6 6 A (1),0.7671,0.347478,7441.4
436,C 6 6 A (2),0.765338,0.348084,7441.3
75,C 6 6 A (3),0.764915,0.347483,7441.2
1185,C 6 6 A (4),0.763399,0.346576,7441.1
482,C 6 5 5 (1),0.746337,0.485578,7433.4
988,C 6 5 5 (2),0.745059,0.485913,7433.3
457,C 6 5 5 (3),0.745908,0.48578,7433.2
1173,C 6 5 5 (4),0.744655,0.485994,7433.1
1203,C 6 5 4 (1),0.741559,0.296015,7432.4
1165,C 6 5 4 (2),0.736488,0.294745,7432.3
216,C 6 5 4 (3),0.730078,0.293762,7432.2
1060,C 6 5 4 (4),0.72471,0.292726,7432.1
479,C 6 5 A (1),0.720231,0.205998,7431.4
731,C 6 5 A (2),0.708306,0.20448,7431.3
453,C 6 5 A (3),0.697033,0.203244,7431.2
1237,C 6 5 A (4),0.685004,0.201475,7431.1
362,C 6 4 4 (1),0.667636,0.459871,7422.4
599,C 6 4 4 (2),0.66722,0.458455,7422.3
389,C 6 4 4 (3),0.667995,0.459615,7422.2
1040,C 6 4 4 (4),0.667214,0.459187,7422.1
802,C 6 4 A (1),0.663064,0.198096,7421.4
1048,C 6 4 A (2),0.65082,0.196098,7421.3
1105,C 6 4 A (3),0.639689,0.194743,7421.2
1182,C 6 4 A (4),0.627926,0.193131,7421.1
766,C 6 A A (1),0.618225,0.204956,7411.4
1209,C 6 A A (2),0.610327,0.202991,7411.3
340,C 6 A A (3),0.601511,0.201424,7411.2
150,C 6 A A (4),0.594381,0.200991,7411.1
663,C 5 5 5 (1),0.551877,1.03204,7333.4
531,C 5 5 5 (2),0.557012,1.036,7333.3
271,C 5 5 5 (3),0.555584,1.03448,7333.2
559,C 5 5 5 (4),0.5539,1.03358,7333.1
975,C 5 5 4 (1),0.552962,0.417853,7332.4
519,C 5 5 4 (2),0.552974,0.419056,7332.3
797,C 5 5 4 (3),0.553291,0.418122,7332.2
930,C 5 5 4 (4),0.552161,0.4176,7332.1
282,C 5 5 A (1),0.551805,0.295186,7331.4
833,C 5 5 A (2),0.550831,0.29518,7331.3
715,C 5 5 A (3),0.549706,0.295367,7331.2
70,C 5 5 A (4),0.548871,0.294149,7331.1
985,C 5 4 4 (1),0.53805,0.412781,7322.4
459,C 5 4 4 (2),0.53776,0.411763,7322.3
1174,C 5 4 4 (3),0.538006,0.413004,7322.2
996,C 5 4 4 (4),0.536785,0.411429,7322.1
1161,C 5 4 A (1),0.534033,0.17823,7321.4
220,C 5 4 A (2),0.523441,0.175868,7321.3
1059,C 5 4 A (3),0.512542,0.174575,7321.2
1116,C 5 4 A (4),0.502288,0.172445,7321.1
601,C 5 A A (1),0.493786,0.183327,7311.4
392,C 5 A A (2),0.486426,0.181526,7311.3
1041,C 5 A A (3),0.478608,0.179704,7311.2
849,C 5 A A (4),0.471349,0.178707,7311.1
963,C 4 4 4 (1),0.453811,0.93807,7222.4
268,C 4 4 4 (2),0.453413,0.936169,7222.3
563,C 4 4 4 (3),0.457889,0.942313,7222.2
740,C 4 4 4 (4),0.455477,0.940481,7222.1
1067,C 4 4 A (1),0.455386,0.268573,7221.4
800,C 4 4 A (2),0.453047,0.267548,7221.3
928,C 4 4 A (3),0.452633,0.268045,7221.2
1086,C 4 4 A (4),0.450579,0.267523,7221.1
591,C 4 A A (1),0.446137,0.17347,7211.4
1171,C 4 A A (2),0.438526,0.172175,7211.3
998,C 4 A A (3),0.431974,0.171006,7211.2
128,C 4 A A (4),0.425027,0.169152,7211.1
270,C A A A (1),0.420093,0.238303,7111.4
565,C A A A (2),0.419143,0.239212,7111.3
820,C A A A (3),0.41693,0.238222,7111.2
881,C A A A (4),0.414861,0.23744,7111.1
704,S S S S (1),0.218801,2.97093,6666.4
403,S S S S (2),0.223536,2.99218,6666.3
251,S S S S (3),0.219287,2.955,6666.2
0,S S S S (4),0.203131,2.83368,6666.1
705,S S S 7 (1),0.214583,0.644442,6665.4
679,S S S 7 (2),0.214379,0.644919,6665.3
228,S S S 7 (3),0.213845,0.643985,6665.2
533,S S S 7 (4),0.216081,0.647744,6665.1
641,S S S 6 (1),0.216851,0.64883,6664.4
753,S S S 6 (2),0.216894,0.648402,6664.3
750,S S S 6 (3),0.214537,0.64407,6664.2
660,S S S 6 (4),0.217292,0.646953,6664.1
106,S S S 5 (1),0.215172,0.644347,6663.4
379,S S S 5 (2),0.214464,0.643319,6663.3
294,S S S 5 (3),0.215949,0.647151,6663.2
632,S S S 5 (4),0.214807,0.642761,6663.1
346,S S S 4 (1),0.216353,0.647416,6662.4
723,S S S 4 (2),0.216078,0.647047,6662.3
726,S S S 4 (3),0.216166,0.647214,6662.2
337,S S S 4 (4),0.217566,0.648849,6662.1
898,S S S A (1),0.216155,0.45559,6661.4
1277,S S S A (2),0.216273,0.454927,6661.3
1275,S S S A (3),0.21643,0.456234,6661.2
788,S S S A (4),0.216774,0.456803,6661.1
974,S S 7 7 (1),0.21496,0.427971,6655.4
240,S S 7 7 (2),0.215226,0.427639,6655.3
717,S S 7 7 (3),0.217526,0.429928,6655.2
136,S S 7 7 (4),0.217248,0.430864,6655.1
430,S S 7 6 (1),0.216518,0.261789,6654.4
969,S S 7 6 (2),0.21591,0.261149,6654.3
256,S S 7 6 (3),0.215915,0.261812,6654.2
645,S S 7 6 (4),0.215475,0.262009,6654.1
618,S S 7 5 (1),0.215199,0.261142,6653.4
1072,S S 7 5 (2),0.214882,0.261258,6653.3
553,S S 7 5 (3),0.21482,0.261105,6653.2
206,S S 7 5 (4),0.216113,0.262078,6653.1
1154,S S 7 4 (1),0.214948,0.261915,6652.4
1108,S S 7 4 (2),0.21342,0.260207,6652.3
911,S S 7 4 (3),0.213994,0.260747,6652.2
410,S S 7 4 (4),0.214111,0.260725,6652.1
681,S S 7 A (1),0.213555,0.183585,6651.4
690,S S 7 A (2),0.213048,0.183927,6651.3
673,S S 7 A (3),0.212523,0.183546,6651.2
174,S S 7 A (4),0.212865,0.183608,6651.1
614,S S 6 6 (1),0.211689,0.42524,6644.4
466,S S 6 6 (2),0.211513,0.42418,6644.3
313,S S 6 6 (3),0.211656,0.424407,6644.2
1023,S S 6 6 (4),0.21135,0.424701,6644.1
886,S S 6 5 (1),0.211085,0.259381,6643.4
594,S S 6 5 (2),0.211325,0.259437,6643.3
415,S S 6 5 (3),0.210116,0.258825,6643.2
140,S S 6 5 (4),0.210771,0.258259,6643.1
83,S S 6 4 (1),0.210705,0.2589,6642.4
876,S S 6 4 (2),0.209714,0.257891,6642.3
874,S S 6 4 (3),0.209363,0.25747,6642.2
399,S S 6 4 (4),0.209795,0.258006,6642.1
129,S S 6 A (1),0.209058,0.182085,6641.4
1038,S S 6 A (2),0.209417,0.182206,6641.3
1179,S S 6 A (3),0.208747,0.182033,6641.2
241,S S 6 A (4),0.208528,0.182207,6641.1
1305,S S 5 5 (1),0.207471,0.421075,6633.4
951,S S 5 5 (2),0.207798,0.420433,6633.3
29,S S 5 5 (3),0.207584,0.420409,6633.2
621,S S 5 5 (4),0.206385,0.419127,6633.1
122,S S 5 4 (1),0.207237,0.257139,6632.4
708,S S 5 4 (2),0.207828,0.25695,6632.3
103,S S 5 4 (3),0.206191,0.256131,6632.2
858,S S 5 4 (4),0.207281,0.256536,6632.1
1095,S S 5 A (1),0.207009,0.181083,6631.4
899,S S 5 A (2),0.206085,0.180919,6631.3
758,S S 5 A (3),0.205438,0.180347,6631.2
1031,S S 5 A (4),0.205328,0.180089,6631.1
610,S S 4 4 (1),0.205584,0.418427,6622.4
119,S S 4 4 (2),0.205012,0.417318,6622.3
648,S S 4 4 (3),0.204143,0.417146,6622.2
608,S S 4 4 (4),0.204423,0.416939,6622.1
1313,S S 4 A (1),0.204638,0.180341,6621.4
1094,S S 4 A (2),0.203898,0.180109,6621.3
72,S S 4 A (3),0.203423,0.179796,6621.2
87,S S 4 A (4),0.202949,0.179603,6621.1
26,S S A A (1),0.203,0.191643,6611.4
1287,S S A A (2),0.202784,0.191779,6611.3
107,S S A A (3),0.201505,0.191187,6611.2
1,S S A A (4),0.202483,0.19138,6611.1
405,S 7 7 7 (1),0.177075,0.586338,6555.4
250,S 7 7 7 (2),0.177048,0.586317,6555.3
582,S 7 7 7 (3),0.176403,0.584981,6555.2
284,S 7 7 7 (4),0.17491,0.58227,6555.1
1002,S 7 7 6 (1),0.176041,0.236546,6554.4
225,S 7 7 6 (2),0.176607,0.237012,6554.3
542,S 7 7 6 (3),0.17557,0.236553,6554.2
438,S 7 7 6 (4),0.175751,0.236362,6554.1
1249,S 7 7 5 (1),0.176094,0.237155,6553.4
748,S 7 7 5 (2),0.175704,0.236477,6553.3
662,S 7 7 5 (3),0.175874,0.236748,6553.2
871,S 7 7 5 (4),0.174962,0.235554,6553.1
381,S 7 7 4 (1),0.174611,0.236365,6552.4
295,S 7 7 4 (2),0.174957,0.235988,6552.3
635,S 7 7 4 (3),0.174634,0.235928,6552.2
952,S 7 7 4 (4),0.174573,0.235975,6552.1
42,S 7 7 A (1),0.174049,0.165966,6551.4
727,S 7 7 A (2),0.173376,0.165705,6551.3
336,S 7 7 A (3),0.173753,0.165918,6551.2
884,S 7 7 A (4),0.173137,0.165543,6551.1
239,S 7 6 6 (1),0.166264,0.229598,6544.4
719,S 7 6 6 (2),0.16741,0.230731,6544.3
481,S 7 6 6 (3),0.167916,0.231013,6544.2
56,S 7 6 6 (4),0.167088,0.230658,6544.1
962,S 7 6 5 (1),0.165464,0.140337,6543.4
258,S 7 6 5 (2),0.163894,0.13991,6543.3
550,S 7 6 5 (3),0.162363,0.139001,6543.2
823,S 7 6 5 (4),0.160736,0.138334,6543.1
1114,S 7 6 4 (1),0.159312,0.137601,6542.4
556,S 7 6 4 (2),0.157529,0.137063,6542.3
213,S 7 6 4 (3),0.156355,0.136546,6542.2
938,S 7 6 4 (4),0.154623,0.135761,6542.1
1107,S 7 6 A (1),0.153374,0.0953739,6541.4
910,S 7 6 A (2),0.1501,0.0943354,6541.3
408,S 7 6 A (3),0.14654,0.0935165,6541.2
252,S 7 6 A (4),0.142715,0.091938,6541.1
463,S 7 5 5 (1),0.136308,0.207931,6533.4
314,S 7 5 5 (2),0.136575,0.208103,6533.3
494,S 7 5 5 (3),0.135836,0.208067,6533.2
841,S 7 5 5 (4),0.135918,0.207916,6533.1
22,S 7 5 4 (1),0.134861,0.126888,6532.4
566,S 7 5 4 (2),0.133895,0.12631,6532.3
510,S 7 5 4 (3),0.132422,0.125368,6532.2
696,S 7 5 4 (4),0.13085,0.124817,6532.1
10,S 7 5 A (1),0.129937,0.0879795,6531.4
1130,S 7 5 A (2),0.126777,0.0868765,6531.3
862,S 7 5 A (3),0.123356,0.0857019,6531.2
44,S 7 5 A (4),0.120402,0.0846446,6531.1
950,S 7 4 4 (1),0.115852,0.191979,6522.4
1011,S 7 4 4 (2),0.11618,0.192366,6522.3
627,S 7 4 4 (3),0.115739,0.191788,6522.2
1146,S 7 4 4 (4),0.11596,0.191996,6522.1
709,S 7 4 A (1),0.114929,0.0827592,6521.4
545,S 7 4 A (2),0.111725,0.0813817,6521.3
855,S 7 4 A (3),0.108806,0.0805084,6521.2
115,S 7 4 A (4),0.106058,0.079443,6521.1
120,S 7 A A (1),0.103105,0.0836919,6511.4
649,S 7 A A (2),0.101373,0.082939,6511.3
109,S 7 A A (3),0.0995507,0.0821537,6511.2
1295,S 7 A A (4),0.0974485,0.081406,6511.1
246,S 6 6 6 (1),0.0806081,0.394882,6444.4
583,S 6 6 6 (2),0.0820491,0.398793,6444.3
285,S 6 6 6 (3),0.0802411,0.395323,6444.2
827,S 6 6 6 (4),0.0821566,0.398974,6444.1
224,S 6 6 5 (1),0.0814998,0.160718,6443.4
534,S 6 6 5 (2),0.0811898,0.16063,6443.3
437,S 6 6 5 (3),0.0810018,0.160622,6443.2
329,S 6 6 5 (4),0.0811688,0.160981,6443.1
1263,S 6 6 4 (1),0.0807429,0.160328,6442.4
652,S 6 6 4 (2),0.0805773,0.160067,6442.3
870,S 6 6 4 (3),0.0806412,0.160225,6442.2
838,S 6 6 4 (4),0.08033,0.159969,6442.1
290,S 6 6 A (1),0.0805781,0.113098,6441.4
637,S 6 6 A (2),0.0804994,0.113121,6441.3
954,S 6 6 A (3),0.079918,0.112859,6441.2
1006,S 6 6 A (4),0.0799745,0.112604,6441.1
722,S 6 5 5 (1),0.0767216,0.156344,6433.4
474,S 6 5 5 (2),0.0761427,0.155939,6433.3
737,S 6 5 5 (3),0.0765571,0.155878,6433.2
1201,S 6 5 5 (4),0.0764695,0.155843,6433.1
1087,S 6 5 4 (1),0.0756492,0.0948451,6432.4
546,S 6 5 4 (2),0.0746984,0.0943542,6432.3
819,S 6 5 4 (3),0.0737337,0.0935832,6432.2
1074,S 6 5 4 (4),0.0730538,0.0931505,6432.1
558,S 6 5 A (1),0.0718498,0.0653951,6431.4
212,S 6 5 A (2),0.0698693,0.0645214,6431.3
940,S 6 5 A (3),0.0675967,0.0635598,6431.2
1259,S 6 5 A (4),0.0656344,0.0623889,6431.1
310,S 6 4 4 (1),0.06315,0.141459,6422.4
492,S 6 4 4 (2),0.0624013,0.141307,6422.3
844,S 6 4 4 (3),0.0624293,0.14067,6422.2
1159,S 6 4 4 (4),0.0626704,0.140945,6422.1
414,S 6 4 A (1),0.0617756,0.0606337,6421.4
504,S 6 4 A (2),0.0598151,0.0595482,6421.3
697,S 6 4 A (3),0.0577435,0.0586066,6421.2
1220,S 6 4 A (4),0.0557096,0.0576834,6421.1
1010,S 6 A A (1),0.05397,0.0605278,6411.4
373,S 6 A A (2),0.0528174,0.0600094,6411.3
1148,S 6 A A (3),0.0515219,0.0592066,6411.2
52,S 6 A A (4),0.0500537,0.0585254,6411.1
580,S 5 5 5 (1),0.0432135,0.289644,6333.4
288,S 5 5 5 (2),0.0435035,0.290634,6333.3
832,S 5 5 5 (3),0.0436971,0.290343,6333.2
712,S 5 5 5 (4),0.0444989,0.293093,6333.1
1267,S 5 5 4 (1),0.0435684,0.117656,6332.4
433,S 5 5 4 (2),0.0437245,0.118007,6332.3
330,S 5 5 4 (3),0.0428406,0.116976,6332.2
1186,S 5 5 4 (4),0.0435554,0.117946,6332.1
659,S 5 5 A (1),0.0432067,0.0827756,6331.4
869,S 5 5 A (2),0.0428823,0.0826854,6331.3
836,S 5 5 A (3),0.0429939,0.0827199,6331.2
76,S 5 5 A (4),0.0425353,0.0821181,6331.1
472,S 5 4 4 (1),0.0412935,0.114846,6322.4
730,S 5 4 4 (2),0.0411534,0.114475,6322.3
450,S 5 4 4 (3),0.0407221,0.113699,6322.2
198,S 5 4 4 (4),0.0408751,0.113984,6322.1
548,S 5 4 A (1),0.0405765,0.0491365,6321.4
818,S 5 4 A (2),0.039066,0.0482238,6321.3
1076,S 5 4 A (3),0.0373262,0.0470302,6321.2
162,S 5 4 A (4),0.035754,0.0460949,6321.1
495,S 5 A A (1),0.0344193,0.0485027,6311.4
842,S 5 A A (2),0.033497,0.0477062,6311.3
1157,S 5 A A (3),0.0324224,0.0470288,6311.2
773,S 5 A A (4),0.0314495,0.0462608,6311.1
286,S 4 4 4 (1),0.0291798,0.237271,6222.4
828,S 4 4 4 (2),0.028469,0.235165,6222.3
711,S 4 4 4 (3),0.0285341,0.235589,6222.2
824,S 4 4 4 (4),0.0289639,0.236978,6222.1
434,S 4 4 A (1),0.0288005,0.0675807,6221.4
328,S 4 4 A (2),0.0287387,0.0674542,6221.3
1183,S 4 4 A (3),0.028523,0.0672739,6221.2
1218,S 4 4 A (4),0.0285553,0.0673204,6221.1
736,S 4 A A (1),0.0275762,0.0433561,6211.4
452,S 4 A A (2),0.026623,0.0425916,6211.3
1236,S 4 A A (3),0.0257876,0.0418674,6211.2
59,S 4 A A (4),0.0247481,0.0409416,6211.1
1109,S A A A (1),0.0240699,0.0572416,6111.4
912,S A A A (2),0.0238009,0.0570982,6111.3
68,S A A A (3),0.0235317,0.0565224,6111.2
498,S A A A (4),0.0235189,0.056631,6111.1
