,Mano,Grande,Stddev_grande,Grande_value
829,R S S 4 (4),26.8683,1.76727,8662.1
227,R S S A (1),26.8503,1.24495,8661.4
537,R S S A (2),26.8179,1.24634,8661.3
440,R S S A (3),26.7823,1.24645,8661.2
331,R S S A (4),26.7472,1.24804,8661.1
605,R S 7 7 (1),26.0653,1.74615,8655.4
354,R S 7 7 (2),26.0549,1.74846,8655.3
575,R S 7 7 (3),26.0395,1.74904,8655.2
445,R S 7 7 (4),26.022,1.75396,8655.1
840,R S 7 6 (1),25.929,1.06887,8654.4
761,R S 7 6 (2),25.7921,1.06994,8654.3
93,R S 7 6 (3),25.6535,1.06794,8654.2
178,R S 7 6 (4),25.5208,1.06533,8654.1
695,R S 7 5 (1),25.3839,1.06094,8653.4
484,R S 7 5 (2),25.2482,1.05901,8653.3
983,R S 7 5 (3),25.1155,1.05896,8653.2
460,R S 7 5 (4),24.9802,1.05752,8653.1
45,R S 7 4 (1),24.8455,1.05224,8652.4
508,R S 7 4 (2),24.7084,1.05179,8652.3
1162,R S 7 4 (3),24.5764,1.04964,8652.2
219,R S 7 4 (4),24.4396,1.04901,8652.1
1199,R S 7 A (1),24.3069,0.738312,8651.4
478,R S 7 A (2),23.9949,0.734791,8651.3
734,R S 7 A (3),23.6865,0.735719,8651.2
451,R S 7 A (4),23.378,0.731505,8651.1
124,R S 6 6 (1),22.6047,1.66786,8644.4
1232,R S 6 6 (2),22.5872,1.66044,8644.3
501,R S 6 6 (3),22.5758,1.66588,8644.2
426,R S 6 6 (4),22.5579,1.66237,8644.1
1145,R S 6 5 (1),22.4735,1.01969,8643.4
468,R S 6 5 (2),22.3498,1.01338,8643.3
190,R S 6 5 (3),22.2228,1.01698,8643.2
879,R S 6 5 (4),22.0971,1.01126,8643.1
117,R S 6 4 (1),21.9684,1.00675,8642.4
360,R S 6 4 (2),21.8434,1.00544,8642.3
597,R S 6 4 (3),21.7227,1.00612,8642.2
391,R S 6 4 (4),21.5945,1.00467,8642.1
419,R S 6 A (1),21.4677,0.707307,8641.4
809,R S 6 A (2),21.1791,0.706157,8641.3
1049,R S 6 A (3),20.8875,0.700942,8641.2
1104,R S 6 A (4),20.598,0.697206,8641.1
201,R S 5 5 (1),20.0365,1.59678,8633.4
1242,R S 5 5 (2),20.0229,1.59478,8633.3
936,R S 5 5 (3),20.0034,1.59192,8633.2
1085,R S 5 5 (4),19.9937,1.59344,8633.1
1294,R S 5 4 (1),19.9151,0.971927,8632.4
325,R S 5 4 (2),19.7956,0.973333,8632.3
993,R S 5 4 (3),19.6767,0.968806,8632.2
1301,R S 5 4 (4),19.5581,0.969111,8632.1
349,R S 5 A (1),19.4383,0.681185,8631.4
762,R S 5 A (2),19.1646,0.67777,8631.3
1211,R S 5 A (3),18.8886,0.674454,8631.2
342,R S 5 A (4),18.6173,0.671879,8631.1
146,R S 4 4 (1),18.2347,1.54299,8622.4
1063,R S 4 4 (2),18.2191,1.53942,8622.3
1121,R S 4 4 (3),18.206,1.53851,8622.2
980,R S 4 4 (4),18.1975,1.53742,8622.1
455,R S 4 A (1),18.1175,0.664732,8621.4
1291,R S 4 A (2),17.8509,0.659896,8621.3
1044,R S 4 A (3),17.585,0.656622,8621.2
1020,R S 4 A (4),17.3223,0.652935,8621.1
970,R S A A (1),17.0998,0.694197,8611.4
906,R S A A (2),16.9128,0.690395,8611.3
1208,R S A A (3),16.7285,0.687411,8611.2
960,R S A A (4),16.5438,0.684729,8611.1
743,R 7 7 7 (1),14.2093,3.41983,8555.4
518,R 7 7 7 (2),14.2107,3.41874,8555.3
33,R 7 7 7 (3),14.22,3.41816,8555.2
792,R 7 7 7 (4),14.2287,3.43451,8555.1
1202,R 7 7 6 (1),14.2185,1.38923,8554.4
195,R 7 7 6 (2),14.2099,1.3913,8554.3
184,R 7 7 6 (3),14.1995,1.39052,8554.2
782,R 7 7 6 (4),14.1899,1.38882,8554.1
1073,R 7 7 5 (1),14.1809,1.39063,8553.4
163,R 7 7 5 (2),14.1736,1.39325,8553.3
529,R 7 7 5 (3),14.1566,1.39113,8553.2
274,R 7 7 5 (4),14.1496,1.39137,8553.1
1258,R 7 7 4 (1),14.1377,1.38741,8552.4
299,R 7 7 4 (2),14.1283,1.39147,8552.3
520,R 7 7 4 (3),14.1213,1.38523,8552.2
801,R 7 7 4 (4),14.1098,1.39015,8552.1
585,R 7 7 A (1),14.0997,0.98137,8551.4
280,R 7 7 A (2),14.0748,0.978919,8551.3
830,R 7 7 A (3),14.0531,0.981355,8551.2
713,R 7 7 A (4),14.0269,0.97653,8551.1
356,R 7 6 6 (1),13.6683,1.37009,8544.4
572,R 7 6 6 (2),13.6554,1.36745,8544.3
443,R 7 6 6 (3),13.6498,1.36949,8544.2
156,R 7 6 6 (4),13.6361,1.36722,8544.1
1158,R 7 6 5 (1),13.58,0.836971,8543.4
376,R 7 6 5 (2),13.4902,0.832479,8543.3
1036,R 7 6 5 (3),13.399,0.832031,8543.2
1111,R 7 6 5 (4),13.3113,0.82997,8543.1
1219,R 7 6 4 (1),13.2254,0.827015,8542.4
984,R 7 6 4 (2),13.135,0.824611,8542.3
458,R 7 6 4 (3),13.0473,0.822185,8542.2
1169,R 7 6 4 (4),12.9604,0.820101,8542.1
514,R 7 6 A (1),12.8713,0.57677,8541.4
1160,R 7 6 A (2),12.6689,0.573404,8541.3
217,R 7 6 A (3),12.4642,0.569826,8541.2
1061,R 7 6 A (4),12.2655,0.566643,8541.1
1234,R 7 5 5 (1),11.8742,1.28984,8533.4
499,R 7 5 5 (2),11.8567,1.28701,8533.3
427,R 7 5 5 (3),11.8548,1.29187,8533.2
896,R 7 5 5 (4),11.8423,1.2888,8533.1
53,R 7 5 4 (1),11.7855,0.787211,8532.4
192,R 7 5 4 (2),11.7051,0.785897,8532.3
1223,R 7 5 4 (3),11.6222,0.780841,8532.2
915,R 7 5 4 (4),11.5372,0.779493,8532.1
358,R 7 5 A (1),11.4558,0.549606,8531.4
598,R 7 5 A (2),11.2648,0.544627,8531.3
393,R 7 5 A (3),11.0742,0.54123,8531.2
1039,R 7 5 A (4),10.8864,0.536307,8531.1
1243,R 7 4 4 (1),10.6196,1.22917,8522.4
934,R 7 4 4 (2),10.6131,1.22895,8522.3
1083,R 7 4 4 (3),10.5992,1.22584,8522.2
1127,R 7 4 4 (4),10.5952,1.22896,8522.1
324,R 7 4 A (1),10.5422,0.53011,8521.4
991,R 7 4 A (2),10.3589,0.526204,8521.3
1303,R 7 4 A (3),10.1765,0.521603,8521.2
1222,R 7 4 A (4),9.99491,0.517361,8521.1
1062,R 7 A A (1),9.84143,0.55016,8511.4
1117,R 7 A A (2),9.71409,0.546129,8511.3
978,R 7 A A (3),9.58596,0.544609,8511.2
1193,R 7 A A (4),9.46338,0.540151,8511.1
516,R 6 6 6 (1),8.40319,2.72297,8444.4
32,R 6 6 6 (2),8.40142,2.72047,8444.3
793,R 6 6 6 (3),8.40858,2.72781,8444.2
304,R 6 6 6 (4),8.41144,2.72646,8444.1
197,R 6 6 5 (1),8.4055,1.10686,8443.4
186,R 6 6 5 (2),8.3973,1.10707,8443.3
784,R 6 6 5 (3),8.38744,1.10519,8443.2
1092,R 6 6 5 (4),8.3833,1.10526,8443.1
161,R 6 6 4 (1),8.37345,1.1051,8442.4
528,R 6 6 4 (2),8.37061,1.1059,8442.3
275,R 6 6 4 (3),8.36041,1.10531,8442.2
561,R 6 6 4 (4),8.35467,1.10108,8442.1
298,R 6 6 A (1),8.34355,0.780253,8441.4
521,R 6 6 A (2),8.33056,0.779328,8441.3
798,R 6 6 A (3),8.30765,0.778502,8441.2
929,R 6 6 A (4),8.29436,0.777204,8441.1
573,R 6 5 5 (1),8.08731,1.08558,8433.4
442,R 6 5 5 (2),8.08348,1.08694,8433.3
157,R 6 5 5 (3),8.07556,1.0873,8433.2
369,R 6 5 5 (4),8.07216,1.08301,8433.1
772,R 6 5 4 (1),8.02553,0.662001,8432.4
1037,R 6 5 4 (2),7.96368,0.660869,8432.3
1113,R 6 5 4 (3),7.8976,0.657789,8432.2
1290,R 6 5 4 (4),7.83533,0.656251,8432.1
982,R 6 5 A (1),7.76876,0.4611,8431.4
456,R 6 5 A (2),7.61971,0.456814,8431.3
1172,R 6 5 A (3),7.4734,0.452955,8431.2
995,R 6 5 A (4),7.32752,0.450053,8431.1
502,R 6 4 4 (1),7.12314,1.02568,8422.4
428,R 6 4 4 (2),7.11313,1.02731,8422.3
895,R 6 4 4 (3),7.10848,1.02294,8422.2
1279,R 6 4 4 (4),7.10128,1.0233,8422.1
1022,R 6 4 A (1),7.06092,0.441519,8421.4
880,R 6 4 A (2),6.91925,0.438638,8421.3
916,R 6 4 A (3),6.77842,0.434776,8421.2
1187,R 6 4 A (4),6.63862,0.429831,8421.1
931,R 6 A A (1),6.52072,0.455719,8411.4
1081,R 6 A A (2),6.42452,0.451253,8411.3
1125,R 6 A A (3),6.32551,0.448941,8411.2
1176,R 6 A A (4),6.22885,0.446242,8411.1
859,R 5 5 5 (1),5.7431,2.28271,8333.4
794,R 5 5 5 (2),5.75113,2.28218,8333.3
303,R 5 5 5 (3),5.75062,2.28475,8333.2
526,R 5 5 5 (4),5.75421,2.28035,8333.1
60,R 5 5 4 (1),5.75076,0.928746,8332.4
783,R 5 5 4 (2),5.7418,0.927309,8332.3
1093,R 5 5 4 (3),5.73758,0.927754,8332.2
1181,R 5 5 4 (4),5.73236,0.927088,8332.1
527,R 5 5 A (1),5.72641,0.656861,8331.4
273,R 5 5 A (2),5.71044,0.653031,8331.3
560,R 5 5 A (3),5.69804,0.652012,8331.2
741,R 5 5 A (4),5.68361,0.652097,8331.1
444,R 5 4 4 (1),5.56498,0.913011,8322.4
154,R 5 4 4 (2),5.55781,0.915125,8322.3
371,R 5 4 4 (3),5.5517,0.911842,8322.2
957,R 5 4 4 (4),5.54999,0.914163,8322.1
1035,R 5 4 A (1),5.51277,0.393696,8321.4
1112,R 5 4 A (2),5.39011,0.38944,8321.3
1289,R 5 4 A (3),5.26893,0.385224,8321.2
1235,R 5 4 A (4),5.14823,0.38152,8321.1
429,R 5 A A (1),5.04493,0.402926,8311.4
897,R 5 A A (2),4.96036,0.40089,8311.3
1278,R 5 A A (3),4.87691,0.397015,8311.2
1276,R 5 A A (4),4.79162,0.393569,8311.1
795,R 4 4 4 (1),4.59521,2.05125,8222.4
306,R 4 4 4 (2),4.59214,2.05227,8222.3
525,R 4 4 4 (3),4.58531,2.04724,8222.2
1274,R 4 4 4 (4),4.59299,2.05332,8222.1
785,R 4 4 A (1),4.59462,0.589096,8221.4
1091,R 4 4 A (2),4.58281,0.590018,8221.3
1180,R 4 4 A (3),4.56936,0.58797,8221.2
1005,R 4 4 A (4),4.55757,0.587129,8221.1
155,R 4 A A (1),4.49337,0.381486,8211.4
370,R 4 A A (2),4.41223,0.37821,8211.3
958,R 4 A A (3),4.33181,0.375454,8211.2
104,R 4 A A (4),4.25114,0.372242,8211.1
305,R A A A (1),4.19944,0.523487,8111.4
524,R A A A (2),4.18246,0.521453,8111.3
1273,R A A A (3),4.16487,0.521054,8111.2
814,R A A A (4),4.14726,0.518874,8111.1
847,C C C C (1),2.4014,9.63416,7777.4
643,C C C C (2),2.43276,9.73017,7777.3
767,C C C C (3),2.41775,9.67645,7777.2
260,C C C C (4),2.41417,9.71241,7777.1
701,C C C S (1),2.4327,2.15004,7776.4
786,C C C S (2),2.43335,2.1506,7776.3
449,C C C S (3),2.42895,2.14177,7776.2
923,C C C S (4),2.43007,2.14465,7776.1
703,C C C 7 (1),2.43105,2.14275,7775.4
402,C C C 7 (2),2.43203,2.14501,7775.3
248,C C C 7 (3),2.43574,2.1466,7775.2
581,C C C 7 (4),2.43281,2.14484,7775.1
706,C C C 6 (1),2.4319,2.1443,7774.4
680,C C C 6 (2),2.43014,2.14612,7774.3
229,C C C 6 (3),2.43197,2.14822,7774.2
539,C C C 6 (4),2.42178,2.13868,7774.1
168,C C C 5 (1),2.43083,2.14919,7773.4
752,C C C 5 (2),2.4372,2.14747,7773.3
745,C C C 5 (3),2.43297,2.14303,7773.2
653,C C C 5 (4),2.43656,2.14783,7773.1
796,C C C 4 (1),2.43486,2.15207,7772.4
378,C C C 4 (2),2.42392,2.14125,7772.3
296,C C C 4 (3),2.43496,2.15117,7772.2
638,C C C 4 (4),2.43449,2.14759,7772.1
345,C C C A (1),2.42582,1.51016,7771.4
724,C C C A (2),2.43176,1.51114,7771.3
728,C C C A (3),2.43263,1.51249,7771.2
334,C C C A (4),2.42791,1.50858,7771.1
777,C C S S (1),2.43136,1.42256,7766.4
577,C C S S (2),2.43084,1.4253,7766.3
323,C C S S (3),2.43153,1.42659,7766.2
488,C C S S (4),2.42895,1.42637,7766.1
639,C C S 7 (1),2.42986,0.867279,7765.4
394,C C S 7 (2),2.42726,0.868609,7765.3
570,C C S 7 (3),2.42694,0.867465,7765.2
507,C C S 7 (4),2.42406,0.867286,7765.1
973,C C S 6 (1),2.42772,0.868474,7764.4
237,C C S 6 (2),2.42405,0.869207,7764.3
716,C C S 6 (3),2.42372,0.867422,7764.2
475,C C S 6 (4),2.42121,0.867871,7764.1
431,C C S 5 (1),2.42049,0.867231,7763.4
968,C C S 5 (2),2.42288,0.868592,7763.3
255,C C S 5 (3),2.41865,0.865332,7763.2
551,C C S 5 (4),2.41518,0.86515,7763.1
617,C C S 4 (1),2.41489,0.866889,7762.4
1069,C C S 4 (2),2.41458,0.866055,7762.3
555,C C S 4 (3),2.414,0.865669,7762.2
211,C C S 4 (4),2.41504,0.864859,7762.1
