,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Sample_size
341,7 5 5 A (2),0.00221989,0.0187805,27.0213,1.76816,19.8965,1.59352,13.6813,1.42211,0.0,0.0,0.0,0.0,0.110286,0.24936,5331.3,1334.7,33.3,18.3, 5 5 X X (2), 18 (2),300000,189072047,175458079,135280563,41213497,330,300000
342,R S 5 A (4),18.6173,0.671879,18.6149,0.671475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8255,1.17603,8631.1,1367.9,0.1,26.1, X X X X (4), 26 (4),300000,921076447,588050219,628475195,146477544,68476,300000
343,6 4 4 4 (2),7.93651e-06,0.004347,2.42742,2.14417,77.1556,5.84677,75.7826,6.1442,0.0,0.0,0.0,0.0,0.151998,1.08925,4222.3,2223.7,222.3,18.3, 4 4 4 X (2), 18 (2),300000,15752562,14859179,11557895,3713122,455,300000
344,C 7 4 4 (4),0.944284,0.544594,2.35873,0.856918,16.7761,2.10608,11.2482,1.8431,0.0,0.0,0.0,0.0,14.0475,3.39793,7522.1,2256.9,22.1,25.1, 4 4 X X (4), 25 (4),300000,94537903,88649803,62822335,16515584,42142,300000
345,C C C A (1),2.42582,1.51016,4.59828,2.0601,80.3185,3.90613,78.9313,4.14778,100.0,0.0,100.0,0.0,0.0,0.0,7771.4,1776.6,777.4,31.4, C C C X (1), 31 (1),300000,31502434,29428820,31502434,17716029,0,300000
346,S S S 4 (1),0.216353,0.647416,0.556285,1.035,78.8872,5.69201,77.6196,5.9886,53.9981,6.94335,16.6521,7.07002,0.0,0.0,6662.4,2665.6,666.4,34.4, S S S X (1), 34 (1),300000,15758331,14865854,15758331,8697925,0,300000
347,7 7 7 5 (1),0.00989229,0.138854,0.0810792,0.396858,78.3588,5.73544,77.059,6.03117,0.0,0.0,0.0,0.0,38.157,11.8264,5553.4,3554.6,555.4,26.4, 7 7 7 X (1), 26 (1),300000,15756656,14863350,10390168,2678991,114470,300000
348,R R 7 5 (3),80.3203,1.03837,0.0513968,0.0591115,61.1502,1.27313,57.5791,1.3481,72.0041,1.1707,52.0193,1.70265,0.0,0.0,8853.2,3587.8,88.2,32.2, R R X X (3), 32 (3),300000,441152046,404014148,441152046,257404792,0,300000
349,R S 5 A (1),19.4383,0.681185,19.4393,0.682272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1998,1.32275,8631.4,1367.6,0.4,26.4, X X X X (1), 26 (1),300000,921075408,588055300,628488139,146481254,99599,300000
350,C S 5 5 (2),1.62185,0.713727,0.207738,0.256057,21.2451,2.3082,16.0163,2.13759,0.0,0.0,0.0,0.0,95.2886,1.89622,7633.3,3366.7,33.3,30.3, 5 5 X X (2), 30 (2),300000,94542666,88656186,56873885,12413612,285865,300000
351,C 7 4 4 (1),0.945341,0.54562,2.36335,0.857256,17.423,2.13512,11.9396,1.88479,0.0,0.0,0.0,0.0,20.709,3.96073,7522.4,2256.6,22.4,25.4, 4 4 X X (1), 25 (1),300000,94532112,88645816,62824568,16523365,62127,300000
352,6 6 6 6 (1),8.65178e-05,0.0465074,0.0116681,0.668918,87.672,20.8013,87.0392,21.7275,0.0,0.0,0.0,0.0,12.0388,28.3963,4444.4,4443.6,4444.4,24.4, 6 6 6 6 (1), 24 (1),288958,985943,937756,680305,192140,23095,300000
353,C C 6 6 (3),2.36717,1.40192,0.00935719,0.0891428,92.0247,2.50808,91.5213,2.65891,71.3209,4.18131,51.1994,6.0405,0.0,0.0,7744.2,4476.8,7744.2,32.2, C C 6 6 (3), 32 (3),300000,35449179,33343699,35449179,20832587,0,300000
354,R S 7 7 (2),26.0549,1.74846,0.000153104,0.00492611,34.838,1.89933,29.7784,1.89322,49.8386,1.99817,10.8762,1.65875,0.0,0.0,8655.3,5567.7,55.3,34.3, 7 7 X X (2), 34 (2),300000,189079292,175455695,189079292,106418939,0,300000
355,R C S S (3),54.0283,1.98654,0.0,0.0,41.1896,1.96397,36.6258,1.99495,73.1885,1.76315,44.0384,2.85631,0.0,0.0,8766.2,6677.8,66.2,40.2, S S X X (3), 40 (3),300000,189071476,175456069,189071476,90585398,0,300000
356,R 7 6 6 (1),13.6683,1.37009,0.00996059,0.0397824,29.2457,1.81057,23.753,1.75959,0.0,0.0,0.0,0.0,88.3658,2.09278,8544.4,4457.6,44.4,29.4, 6 6 X X (1), 29 (1),300000,189074001,175453361,118404222,27756285,265097,300000
357,6 6 6 A (4),0.000179754,0.0131066,14.215,3.42149,78.6978,4.00582,77.1994,4.24919,0.0,0.0,0.0,0.0,0.136553,0.685157,4441.1,1443.9,444.1,19.1, 6 6 6 X (4), 19 (4),300000,31513138,29442434,22489885,6816211,409,300000
358,R 7 5 A (1),11.4558,0.549606,21.4666,0.707617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26514,0.816974,8531.4,1357.6,0.4,23.4, X X X X (1), 23 (1),300000,921081413,588059793,667269301,174006980,24795,300000
359,5 4 4 A (3),0.0,0.0,56.0223,1.97477,15.8149,1.45305,9.27974,1.20026,0.0,0.0,0.0,0.0,0.000262772,0.0130194,3221.2,1222.8,22.2,14.2, 4 4 X X (3), 14 (3),300000,189100353,175478053,142355706,48404366,0,300000
360,R S 6 4 (2),21.8434,1.00544,0.993096,0.241894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9191,0.767412,8642.3,2467.7,0.3,30.3, X X X X (2), 30 (2),300000,466231488,307106668,304699135,67068666,287757,300000
361,R R S 6 (4),86.8712,0.880653,0.00105864,0.00849221,53.995,1.29908,49.7658,1.36131,60.5152,1.27475,26.0653,1.56473,0.0,0.0,8864.1,4687.9,88.1,36.1, R R X X (4), 36 (4),300000,441171844,404029043,441171844,235607290,0,300000
362,C 6 4 4 (1),0.667636,0.459871,2.38537,0.861973,17.4238,2.13844,11.9454,1.88889,0.0,0.0,0.0,0.0,13.4596,3.37579,7422.4,2246.6,22.4,24.4, 4 4 X X (1), 24 (1),300000,94543093,88660878,63471026,17033751,40378,300000
363,C C 7 7 (4),2.39391,1.41319,0.000141001,0.0110977,92.0573,2.49988,91.5558,2.65158,46.1577,4.61199,4.35022,2.51861,0.0,0.0,7755.1,5576.9,7755.1,34.1, C C 7 7 (4), 34 (4),300000,35451147,33346304,35451147,19955993,0,300000
364,C 7 5 5 (2),1.03765,0.572021,0.210395,0.25885,21.2534,2.31272,16.0228,2.1428,0.0,0.0,0.0,0.0,47.0514,4.70383,7533.3,3356.7,33.3,27.3, 5 5 X X (2), 27 (2),300000,94536630,88648242,60619524,14874797,141154,300000
365,5 5 5 4 (4),0.0,0.0,2.10609,2.00508,77.2637,5.83979,75.8982,6.13804,0.0,0.0,0.0,0.0,0.213399,1.25179,3332.1,2332.9,333.1,19.1, 5 5 5 X (4), 19 (4),300000,15765447,14872091,11345506,3495783,640,300000
366,R C 7 5 (3),45.7179,1.21294,0.0578019,0.0585528,0.0,0.0,0.0,0.0,72.0037,1.09317,52.0192,1.59306,0.0,0.0,8753.2,3577.8,0.2,32.2, X X X X (3), 32 (3),300000,466218192,307094210,504198542,294195165,0,300000
367,C S 6 6 (3),1.79779,0.748674,0.00950035,0.0550292,25.6549,2.46609,20.7174,2.36303,71.328,2.55642,51.2188,3.686,0.0,0.0,7644.2,4466.8,44.2,32.2, 6 6 X X (3), 32 (3),300000,94547641,88659467,94547641,55571508,0,300000
368,R R S S (1),88.6249,1.35315,0.0,0.0,99.4653,0.31038,99.4184,0.337525,74.6845,1.85153,47.166,3.07439,0.0,0.0,8866.4,6687.6,8866.4,40.4, R R S S (1), 40 (1),300000,165440601,152110250,165440601,79271286,0,300000
369,R 6 5 5 (4),8.07216,1.08301,0.21278,0.183278,23.2092,1.68645,17.25,1.56617,0.0,0.0,0.0,0.0,26.311,2.98627,8433.1,3347.9,33.1,26.1, 5 5 X X (4), 26 (4),300000,189089080,175471672,123716723,31564979,78933,300000
370,R 4 A A (2),4.41223,0.37821,91.5943,0.511291,14.1506,0.642716,4.98833,0.422463,0.0,0.0,0.0,0.0,0.00308975,0.0190635,8211.3,1127.7,11.3,16.3, A A X X (2), 16 (2),300000,882416452,797322485,628141453,189760652,9,300000
371,R 5 4 4 (3),5.5517,0.911842,2.40863,0.612397,19.1054,1.56837,12.828,1.38396,0.0,0.0,0.0,0.0,7.02637,1.80509,8322.2,2237.8,22.2,23.2, 4 4 X X (3), 23 (3),300000,189059004,175444576,128538329,35344569,21079,300000
372,R R S 7 (2),88.1872,0.840196,2.6102e-05,0.00133345,68.7813,1.21021,65.9112,1.29377,68.1161,1.21563,38.9388,1.76295,0.0,0.0,8865.3,5687.7,88.3,37.3, R R X X (2), 37 (2),300000,441155070,404012416,441155070,230354933,0,300000
373,S 6 A A (2),0.0528174,0.0600094,80.5363,1.033,12.4924,0.863001,4.44817,0.56236,0.0,0.0,0.0,0.0,0.0657496,0.120959,6411.3,1145.7,11.3,18.3, A A X X (2), 18 (2),300000,441222147,404076954,305958442,87586036,197,300000
374,6 6 6 4 (4),0.000153123,0.0173029,1.21463,1.52603,77.8033,5.7944,76.4717,6.09267,0.0,0.0,0.0,0.0,1.85696,3.54526,4442.1,2443.9,444.1,22.1, 6 6 6 X (4), 22 (4),300000,15758469,14866591,11059059,3233899,5570,300000
375,R C S 7 (4),53.1775,1.21827,3.56969e-05,0.00145728,0.0,0.0,0.0,0.0,65.686,1.15753,34.2863,1.60224,0.0,0.0,8765.1,5677.9,0.1,37.1, X X X X (4), 37 (4),300000,466233645,307094195,504212195,263286940,0,300000
376,R 7 6 5 (2),13.4902,0.832479,0.150061,0.0943958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5184,1.87886,8543.3,3457.7,0.3,28.3, X X X X (2), 28 (2),300000,466212254,307091382,320333940,77203832,205555,300000
377,C S S A (1),2.08184,0.57002,5.75226,0.929365,36.2356,1.91824,31.2856,1.92115,100.0,0.0,100.0,0.0,0.0,0.0,7661.4,1666.6,66.4,31.4, S S X X (1), 31 (1),300000,189092696,175471002,189092696,106332464,0,300000
378,C C C 4 (2),2.42392,2.14125,0.451643,0.935454,79.4363,5.63118,78.2006,5.92814,52.3352,6.95537,13.6569,6.48237,0.0,0.0,7772.3,2776.7,777.3,34.3, C C C X (2), 34 (2),300000,15764669,14871370,15764669,8702499,0,300000
379,S S S 5 (2),0.214464,0.643319,0.0441347,0.293142,78.882,5.69452,77.6141,5.99094,58.5391,6.87279,23.4866,8.10286,0.0,0.0,6663.3,3665.7,666.3,35.3, S S S X (2), 35 (2),300000,15753929,14861636,15753929,8536063,0,300000
380,6 6 5 A (4),0.000128369,0.00452121,26.0192,1.75082,21.6297,1.64461,15.5485,1.50237,0.0,0.0,0.0,0.0,0.0670707,0.196123,4431.1,1343.9,44.1,18.1, 6 6 X X (4), 18 (4),300000,189077959,175462644,136589177,42473850,201,300000
381,S 7 7 4 (1),0.174611,0.236365,0.772208,0.494702,29.0107,2.56563,24.2974,2.50338,0.0,0.0,0.0,0.0,75.1949,4.03868,6552.4,2555.6,55.4,28.4, 7 7 X X (1), 28 (1),300000,94524005,88638563,60021582,14450663,225584,300000
382,R R 7 6 (4),80.9566,1.02331,0.00291595,0.0141139,53.99,1.29959,49.7619,1.36392,42.5037,1.28996,0.0,0.0,0.0,0.0,8854.1,4587.9,88.1,33.1, R R X X (4), 33 (4),300000,441195152,404064298,441195152,253670979,0,300000
383,7 7 7 6 (2),0.00980689,0.137904,0.00744763,0.12047,78.3594,5.74185,77.0596,6.04241,0.0,0.0,0.0,0.0,52.9869,12.0058,5554.3,4554.7,555.3,27.3, 7 7 7 X (2), 27 (2),300000,15752668,14860655,10231352,2558393,158960,300000
384,R R R A (2),98.6331,0.303444,4.18024,0.521744,90.0896,0.780243,88.9409,0.865014,92.277,0.697128,86.2636,1.1984,0.0,0.0,8881.3,1887.7,888.3,31.3, R R R X (2), 31 (2),300000,441201079,395373454,441201079,248055639,0,300000
385,R C 6 5 (3),41.2459,1.20181,0.109117,0.080619,0.0,0.0,0.0,0.0,82.8819,0.91997,71.2806,1.43144,0.0,0.0,8743.2,3477.8,0.2,31.2, X X X X (3), 31 (3),300000,466217789,307108504,504198037,300525428,0,300000
386,5 5 4 4 (4),0.0,0.0,2.42661,1.422,87.6679,3.03151,86.889,3.20911,0.0,0.0,0.0,0.0,0.0543481,0.421278,3322.1,2232.9,3322.1,18.1, 5 5 4 4 (4), 18 (4),300000,35449737,33343871,25913273,8262820,163,300000
387,7 6 6 5 (1),0.00739072,0.0485444,0.17595,0.235744,23.8753,2.40653,18.8219,2.27582,0.0,0.0,0.0,0.0,12.4664,3.32813,5443.4,3444.6,44.4,24.4, 6 6 X X (1), 24 (1),300000,94521112,88637316,64784992,18053849,37399,300000
388,R R 7 6 (2),81.3868,1.01649,0.00329077,0.0149591,68.775,1.21162,65.9042,1.29486,44.3036,1.29493,3.12973,0.598536,0.0,0.0,8854.3,4587.7,88.3,33.3, R R X X (2), 33 (2),300000,441160680,404016015,441160680,253648855,0,300000
389,C 6 4 4 (3),0.667995,0.459615,2.38438,0.861209,16.9915,2.1168,11.4814,1.8558,0.0,0.0,0.0,0.0,11.1276,3.10169,7422.2,2246.8,22.2,24.2, 4 4 X X (3), 24 (3),300000,94531278,88646889,63468896,17037003,33382,300000
390,C 7 5 5 (4),1.03616,0.570563,0.209524,0.258187,20.7249,2.29022,15.4654,2.1088,0.0,0.0,0.0,0.0,34.5996,4.49295,7533.1,3356.9,33.1,27.1, 5 5 X X (4), 27 (4),300000,94559661,88676335,60640624,14878519,103798,300000
391,R S 6 4 (4),21.5945,1.00467,0.964478,0.238218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.159,1.25327,8642.1,2467.9,0.1,30.1, X X X X (4), 30 (4),300000,466223271,307081638,304676623,67066573,264477,300000
392,C 5 A A (2),0.486426,0.181526,85.5586,0.916948,12.49,0.861934,4.44754,0.56335,0.0,0.0,0.0,0.0,0.0189296,0.0656372,7311.3,1136.7,11.3,17.3, A A X X (2), 17 (2),300000,441192188,404058098,309448027,90670619,56,300000
393,R 7 5 A (3),11.0742,0.54123,20.8897,0.700921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42935,0.729603,8531.2,1357.8,0.2,23.2, X X X X (3), 23 (3),300000,921078325,588081138,667264121,173979935,19288,300000
394,C C S 7 (2),2.42726,0.868609,7.20572e-05,0.00479139,37.9254,2.73685,33.8051,2.75487,68.1124,2.63148,38.9373,3.81709,0.0,0.0,7765.3,5676.7,77.3,37.3, C C X X (2), 37 (2),300000,94543994,88659317,94543994,49372227,0,300000
395,R R C 6 (2),94.5967,0.588282,0.000729116,0.00703051,68.7788,1.20778,65.9091,1.29098,62.8518,1.26056,30.4413,1.64379,0.0,0.0,8874.3,4787.7,88.3,36.3, R R X X (2), 36 (2),300000,441192712,404054169,441192712,235621541,0,300000
396,C S 7 6 (1),2.02399,0.486791,0.0064847,0.0277557,0.0,0.0,0.0,0.0,45.2154,1.71843,4.71392,0.964974,0.0,0.0,7654.4,4566.6,0.4,33.4, X X X X (1), 33 (1),300000,235670934,159974274,252110074,144950120,0,300000
397,7 7 5 5 (4),0.00988502,0.0916402,0.212544,0.425518,89.4909,2.83911,88.8265,3.00748,0.0,0.0,0.0,0.0,9.83111,4.89694,5533.1,3354.9,5533.1,24.1, 7 7 5 5 (4), 24 (4),300000,35454674,33345804,24059470,6574560,29493,300000
398,R C S 5 (1),52.057,1.22128,0.0405823,0.0491135,0.0,0.0,0.0,0.0,59.6796,1.19663,25.5802,1.44647,0.0,0.0,8763.4,3677.6,0.4,35.4, X X X X (1), 35 (1),300000,466227947,307106402,504197670,273172835,0,300000
399,S S 6 4 (4),0.209795,0.258006,1.03734,0.571676,30.9474,2.60397,26.3582,2.56549,0.0,0.0,0.0,0.0,88.1498,2.90095,6642.1,2465.9,66.1,30.1, S S X X (4), 30 (4),300000,94565313,88672346,57139427,12578929,264449,300000
400,7 6 4 4 (3),0.004545,0.0380833,2.39479,0.862361,16.9941,2.12049,11.4816,1.85989,0.0,0.0,0.0,0.0,1.18603,1.13747,5422.2,2244.8,22.2,21.2, 4 4 X X (3), 21 (3),300000,94540310,88653060,67075491,20084047,3558,300000
401,C C 7 A (4),2.37526,0.606827,7.09965,1.02407,38.5205,1.94024,33.7468,1.95557,0.0,0.0,0.0,0.0,53.2606,3.15982,7751.1,1576.9,77.1,28.1, C C X X (4), 28 (4),300000,189061641,175439266,114010556,25000342,159781,300000
402,C C C 7 (2),2.43203,2.14501,5.37634e-06,0.00294474,79.421,5.63017,78.1851,5.92423,68.1156,6.49172,38.9484,9.48636,0.0,0.0,7775.3,5776.7,777.3,37.3, C C C X (2), 37 (2),300000,15766110,14872801,15766110,8233803,0,300000
403,S S S S (2),0.223536,2.99218,0.0,0.0,90.0828,18.8614,89.583,19.6918,73.8845,27.7983,45.4684,40.2027,0.0,0.0,6666.3,6665.7,6666.3,40.3, S S S S (2), 40 (2),288919,986153,937971,986153,472577,0,300000
404,R R R 6 (2),99.3116,0.304647,0.000517694,0.00839189,89.3654,1.13772,88.3021,1.24345,62.8515,1.78437,30.4401,2.32184,0.0,0.0,8884.3,4887.7,888.3,36.3, R R R X (2), 36 (2),300000,220595273,200542831,220595273,117808797,0,300000
405,S 7 7 7 (1),0.177075,0.586338,0.000158912,0.0179954,78.7459,5.70243,77.4739,5.99887,100.0,0.0,100.0,0.0,0.0,0.0,6555.4,5555.6,555.4,31.4, 7 7 7 X (1), 31 (1),300000,15752028,14862323,15752028,9465446,0,300000
406,C S S 6 (1),2.09586,0.807108,0.00222054,0.0265486,34.9333,2.68423,30.6142,2.68469,64.0334,2.70945,32.6468,3.63169,0.0,0.0,7664.4,4666.6,66.4,36.4, S S X X (1), 36 (1),300000,94555158,88669687,94555158,50492402,0,300000
407,7 7 6 5 (4),0.0100639,0.0565852,0.166083,0.229985,25.5432,2.46265,20.594,2.35824,0.0,0.0,0.0,0.0,12.6816,3.29452,5543.1,3454.9,55.1,25.1, 7 7 X X (4), 25 (4),300000,94529809,88637672,63550848,17031017,38044,300000
408,S 7 6 A (3),0.14654,0.0935165,13.399,0.829672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58586,1.22258,6541.2,1455.8,0.2,24.2, X X X X (3), 24 (3),300000,466220043,307092287,329243104,83678659,28757,300000
409,R C C 5 (1),55.7778,1.97983,0.0288841,0.0676482,45.9533,1.98836,41.7579,2.04131,59.6775,1.95389,25.5806,2.3678,0.0,0.0,8773.4,3777.6,77.4,35.4, C C X X (1), 35 (1),300000,189093201,175471993,189093201,102455638,0,300000
410,S S 7 4 (4),0.214111,0.260725,0.745305,0.484791,30.9412,2.60333,26.357,2.56503,75.4911,2.42621,58.7968,3.60316,0.0,0.0,6652.1,2565.9,66.1,31.1, S S X X (4), 31 (4),300000,94540692,88655817,94540692,56234899,0,300000
411,7 6 5 4 (3),0.00626795,0.0273492,2.00482,0.483427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93031,1.06591,5432.2,2344.8,0.2,22.2, X X X X (3), 22 (3),300000,235690125,160000719,176637447,51523986,8790,300000
412,C C 7 4 (3),2.38508,0.859538,0.666855,0.459149,37.535,2.72993,33.3864,2.74772,83.0115,2.11915,71.4378,3.31064,0.0,0.0,7752.2,2576.8,77.2,31.2, C C X X (3), 31 (3),300000,94545532,88657344,94545532,56234686,0,300000
413,C S 6 A (2),1.70198,0.315543,11.7035,0.784039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0519,1.95949,7641.3,1466.7,0.3,27.3, X X X X (2), 27 (2),300000,466244883,307114755,310223598,70582084,135155,300000
414,S 6 4 A (1),0.0617756,0.0606337,46.1314,1.21787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52528,0.52945,6421.4,1245.6,0.4,21.4, X X X X (1), 21 (1),300000,466252438,307111203,344139182,95446113,4575,300000
415,S S 6 5 (3),0.210116,0.258825,0.136167,0.208332,31.2864,2.61918,26.724,2.58235,82.8827,2.12131,71.2847,3.30401,0.0,0.0,6643.2,3465.8,66.2,31.2, S S X X (3), 31 (3),300000,94560590,88672913,94560590,56368354,0,300000
416,C C 7 6 (3),2.39265,0.861675,0.00459367,0.0382461,37.5329,2.73226,33.3847,2.74839,43.3904,2.79788,1.5546,0.922462,0.0,0.0,7754.2,4576.8,77.2,33.2, C C X X (3), 33 (3),300000,94565869,88677138,94565869,54379123,0,300000
417,R R S 5 (3),86.2147,0.901667,0.032364,0.0468452,61.1463,1.26993,57.5748,1.3452,57.3788,1.28914,21.3361,1.45315,0.0,0.0,8863.2,3687.8,88.2,35.2, R R X X (3), 35 (3),300000,441174088,404033880,441174088,239034446,0,300000
418,R R C C (4),96.7953,0.74862,0.0,0.0,99.8477,0.166283,99.8343,0.18087,72.4418,1.90604,42.4811,3.0497,0.0,0.0,8877.1,7787.9,8877.1,40.1, R R C C (4), 40 (4),300000,165474070,152140135,165474070,79281354,0,300000
419,R S 6 A (1),21.4677,0.707307,11.4555,0.548882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0025,1.3905,8641.4,1467.6,0.4,27.4, X X X X (1), 27 (1),300000,921093804,588065067,620400845,141127280,150007,300000
420,C S 6 5 (2),1.78326,0.455962,0.13384,0.125922,0.0,0.0,0.0,0.0,91.0995,0.981901,85.0669,1.59209,0.0,0.0,7643.3,3466.7,0.3,31.3, X X X X (2), 31 (2),300000,235670181,159975636,252109166,150263054,0,300000
421,4 4 4 4 (3),0.0,0.0,2.4564,9.7528,85.8855,22.0492,85.161,23.0082,0.0,0.0,0.0,0.0,0.00290702,0.414818,2222.2,2221.8,2222.2,16.2, 4 4 4 4 (3), 16 (3),288765,984140,935957,741502,252551,4,300000
422,R C 7 4 (2),45.0992,1.21422,0.651171,0.196434,0.0,0.0,0.0,0.0,91.1698,0.692415,85.1521,1.12554,0.0,0.0,8752.3,2577.7,0.3,31.3, X X X X (2), 31 (2),300000,466239790,307123614,504227275,299868866,0,300000
423,5 5 5 A (3),0.0,0.0,27.099,4.36232,78.1513,4.051,76.6156,4.29286,0.0,0.0,0.0,0.0,0.00457207,0.127609,3331.2,1332.8,333.2,16.2, 5 5 5 X (3), 16 (3),300000,31513811,29444047,23035120,7348679,13,300000
424,R C S 7 (2),53.6277,1.21801,5.04649e-05,0.0017342,0.0,0.0,0.0,0.0,68.1152,1.13492,38.9389,1.64522,0.0,0.0,8765.3,5677.7,0.3,37.3, X X X X (2), 37 (2),300000,466238397,307082129,504209954,263288281,0,300000
425,R R C S (3),96.188,0.498368,0.0,0.0,61.1511,1.27095,57.5797,1.3471,73.1875,1.15521,44.0339,1.87327,0.0,0.0,8876.2,6787.8,88.2,40.2, R R X X (3), 40 (3),300000,441188230,404045405,441188230,211366997,0,300000
426,R S 6 6 (4),22.5579,1.66237,0.00943886,0.0386927,28.2561,1.79393,22.6873,1.73289,69.211,1.84119,47.6081,2.60147,0.0,0.0,8644.1,4467.9,44.1,32.1, 6 6 X X (4), 32 (4),300000,189094766,175474401,189094766,111125601,0,300000
427,R 7 5 5 (3),11.8548,1.29187,0.208781,0.18218,23.488,1.6897,17.5474,1.57318,0.0,0.0,0.0,0.0,40.4616,3.26886,8533.2,3357.8,33.2,27.2, 5 5 X X (3), 27 (3),300000,189073080,175450448,121240376,29750598,121384,300000
428,R 6 4 4 (2),7.11313,1.02731,2.38108,0.606975,19.3444,1.5742,13.0871,1.39557,0.0,0.0,0.0,0.0,12.2527,2.28508,8422.3,2247.7,22.3,24.3, 4 4 X X (2), 24 (2),300000,189073752,175461370,126961990,34084332,36758,300000
429,R 5 A A (1),5.04493,0.402926,84.906,0.660891,16.7823,0.690298,7.90086,0.524153,0.0,0.0,0.0,0.0,0.0273741,0.0558394,8311.4,1137.6,11.4,17.4, A A X X (1), 17 (1),300000,882384760,797293159,618893244,181332881,82,300000
430,S S 7 6 (1),0.216518,0.261789,0.00666135,0.0460874,31.9884,2.63385,27.4719,2.60147,45.223,2.8116,4.71907,1.58197,0.0,0.0,6654.4,4565.6,66.4,33.4, S S X X (1), 33 (1),300000,94531725,88644651,94531725,54345999,0,300000
431,C C S 5 (1),2.42049,0.867231,0.0411317,0.114317,38.3374,2.74897,34.2485,2.7701,59.6711,2.77051,25.5714,3.34861,0.0,0.0,7763.4,3676.6,77.4,35.4, C C X X (1), 35 (1),300000,94532164,88653502,94532164,51221779,0,300000
432,R R C 4 (1),93.0161,0.663296,0.445991,0.17347,76.8826,1.10001,74.7579,1.18416,53.9867,1.30194,16.66,1.31147,0.0,0.0,8872.4,2787.6,88.4,34.4, R R X X (1), 34 (1),300000,441191151,404054405,441191151,243588285,0,300000
433,S 5 5 4 (2),0.0437245,0.118007,2.09074,0.808934,19.2096,2.22302,13.8437,2.01035,0.0,0.0,0.0,0.0,11.9114,3.18691,6332.3,2335.7,33.3,24.3, 5 5 X X (2), 24 (2),300000,94563060,88673644,63227106,16824128,35734,300000
434,S 4 4 A (1),0.0288005,0.0675807,55.7805,1.97991,16.2273,1.46974,9.72524,1.22667,0.0,0.0,0.0,0.0,0.380249,0.449507,6221.4,1225.6,22.4,19.4, 4 4 X X (1), 19 (1),300000,189115896,175495042,132653477,38872055,1140,300000
435,C 7 7 4 (3),1.20648,0.616708,0.767032,0.491987,28.3615,2.54295,23.6046,2.47583,0.0,0.0,0.0,0.0,64.4737,4.48475,7552.2,2556.8,55.2,28.2, 7 7 X X (3), 28 (3),300000,94535357,88649164,60021137,14446436,193421,300000
436,C 6 6 A (2),0.765338,0.348084,14.1282,1.38776,24.457,1.71526,18.5939,1.61232,0.0,0.0,0.0,0.0,7.50822,1.82122,7441.3,1446.7,44.3,23.3, 6 6 X X (2), 23 (2),300000,189087897,175469340,125901271,33227064,22524,300000
437,S 6 6 5 (3),0.0810018,0.160622,0.175854,0.236115,23.3095,2.38995,18.2192,2.25332,0.0,0.0,0.0,0.0,42.7271,4.72198,6443.2,3445.8,44.2,27.2, 6 6 X X (3), 27 (3),300000,94542986,88658446,61305512,15368684,128181,300000
438,S 7 7 6 (4),0.175751,0.236362,0.00739696,0.0485248,28.0438,2.53501,23.2685,2.46677,0.0,0.0,0.0,0.0,85.8486,3.16547,6554.1,4555.9,55.1,30.1, 7 7 X X (4), 30 (4),300000,94536907,88653623,57997075,13074182,257545,300000
439,C S S 5 (4),2.0921,0.808494,0.0433897,0.117345,33.8117,2.66479,29.4203,2.64887,56.2496,2.79771,19.2505,3.01941,0.0,0.0,7663.1,3666.9,66.1,35.1, S S X X (4), 35 (4),300000,94532216,88650241,94532216,51218575,0,300000
440,R S S A (3),26.7823,1.24645,5.6971,0.651051,39.2047,1.37432,33.7083,1.3887,85.0646,1.0037,73.4372,1.65852,0.0,0.0,8661.2,1667.8,66.2,31.2, S S X X (3), 31 (3),300000,378190565,346834131,378190565,212644079,0,300000
441,R C C 4 (4),55.6064,1.97692,0.451327,0.267319,44.5874,1.97922,40.2851,2.0269,49.0884,1.99207,7.78512,1.43853,0.0,0.0,8772.1,2777.9,77.1,34.1, C C X X (4), 34 (4),300000,189054482,175433755,189054482,104376468,0,300000
442,R 6 5 5 (2),8.08348,1.08694,0.213353,0.183363,23.765,1.69443,17.8484,1.58211,0.0,0.0,0.0,0.0,31.9654,3.16834,8433.3,3347.7,33.3,26.3, 5 5 X X (2), 26 (2),300000,189074109,175456646,123709141,31567213,95896,300000
